system_name,exec_time,timestamp,timestamp_dt
8get__1__1.C__1.P,326.24,"2025-06-14 09:28:41,745",2025-06-14 09:28:41.745
8caa__1__1.B__1.F,87.98,"2025-06-14 09:30:09,724",2025-06-14 09:30:09.724
4mpe__1__1.A__1.B,196.99,"2025-06-14 09:33:26,715",2025-06-14 09:33:26.715
7mfp__1__1.A_1.B__1.I,81.66,"2025-06-14 09:34:48,376",2025-06-14 09:34:48.376
3b6p__2__1.D__1.N_1.O_1.P,59.6,"2025-06-14 09:35:47,978",2025-06-14 09:35:47.978
4mlp__1__1.A__1.E,231.7,"2025-06-14 09:39:39,676",2025-06-14 09:39:39.676
4d4b__1__1.A__1.C_1.E,136.36,"2025-06-14 09:41:56,037",2025-06-14 09:41:56.037
5kgp__1__1.B__1.D_1.L,70.77,"2025-06-14 09:43:06,805",2025-06-14 09:43:06.805
5zk4__2__1.B__1.J_1.N,205.0,"2025-06-14 09:46:31,807",2025-06-14 09:46:31.807
1tcb__1__1.A__1.C,72.16,"2025-06-14 09:47:43,971",2025-06-14 09:47:43.971
3vw2__1__1.A__1.E,129.14,"2025-06-14 09:49:53,116",2025-06-14 09:49:53.116
8wsm__1__1.A__1.D,222.67,"2025-06-14 09:53:35,783",2025-06-14 09:53:35.783
4fx8__1__1.A_1.B__1.C,105.51,"2025-06-14 09:55:21,295",2025-06-14 09:55:21.295
8bv3__1__1.B_1.C__1.I_1.L,156.83,"2025-06-14 09:57:58,127",2025-06-14 09:57:58.127
3ue1__1__1.B__1.D,391.29,"2025-06-14 10:04:29,418",2025-06-14 10:04:29.418
3e4w__2__1.B__1.J_1.L_1.M,2.92,"2025-06-14 10:04:32,339",2025-06-14 10:04:32.339
6m06__2__1.B__1.D,143.75,"2025-06-14 10:06:56,088",2025-06-14 10:06:56.088
6rtw__1__1.A__1.D,121.15,"2025-06-14 10:08:57,241",2025-06-14 10:08:57.241
6g9s__1__1.A__1.B,312.27,"2025-06-14 10:14:09,515",2025-06-14 10:14:09.515
4fju__1__1.A_1.B__1.E,124.76,"2025-06-14 10:16:14,276",2025-06-14 10:16:14.276
4gmd__2__1.D__1.O,107.99,"2025-06-14 10:18:02,270",2025-06-14 10:18:02.270
6pe3__1__1.A__1.B,126.87,"2025-06-14 10:20:09,142",2025-06-14 10:20:09.142
8k5y__1__1.A__1.H,129.43,"2025-06-14 10:22:18,577",2025-06-14 10:22:18.577
7n4w__1__2.A__2.D,58.98,"2025-06-14 10:23:17,559",2025-06-14 10:23:17.559
6f22__1__1.A__1.C,54.9,"2025-06-14 10:24:12,459",2025-06-14 10:24:12.459
3bos__1__1.A_1.B__1.M_1.P_1.U,151.39,"2025-06-14 10:26:43,849",2025-06-14 10:26:43.849
8bq4__1__1.B__1.D,121.42,"2025-06-14 10:28:45,267",2025-06-14 10:28:45.267
2aph__3__2.B_2.D__2.D_2.H,2.79,"2025-06-14 10:28:48,059",2025-06-14 10:28:48.059
1z82__1__1.A_1.B__1.C_1.J,135.75,"2025-06-14 10:31:03,811",2025-06-14 10:31:03.811
4c49__3__1.C__1.G,152.86,"2025-06-14 10:33:36,669",2025-06-14 10:33:36.669
3zds__2__2.F_2.J__2.Y_2.Z,183.05,"2025-06-14 10:36:39,722",2025-06-14 10:36:39.722
8a0v__2__1.B__1.L,93.9,"2025-06-14 10:38:13,622",2025-06-14 10:38:13.622
5wgz__1__1.A__1.P,131.87,"2025-06-14 10:40:25,491",2025-06-14 10:40:25.491
1l1y__3__1.C__1.I,309.31,"2025-06-14 10:45:34,798",2025-06-14 10:45:34.798
8qtj__1__1.A__1.E,180.05,"2025-06-14 10:48:34,853",2025-06-14 10:48:34.853
1h36__1__2.B__2.G,212.93,"2025-06-14 10:52:07,781",2025-06-14 10:52:07.781
3n13__1__1.A__1.B,147.89,"2025-06-14 10:54:35,668",2025-06-14 10:54:35.668
1us1__1__1.B__1.D,3.1,"2025-06-14 10:54:38,767",2025-06-14 10:54:38.767
5hmw__1__1.A__1.D,110.03,"2025-06-14 10:56:28,794",2025-06-14 10:56:28.794
6lsa__2__1.D__1.E,111.38,"2025-06-14 10:58:20,176",2025-06-14 10:58:20.176
5ov6__1__1.A__1.B,127.29,"2025-06-14 11:00:27,468",2025-06-14 11:00:27.468
8ome__1__1.A_1.D__1.H,71.78,"2025-06-14 11:01:39,248",2025-06-14 11:01:39.248
3c9z__1__1.A__1.D,116.2,"2025-06-14 11:03:35,448",2025-06-14 11:03:35.448
6hto__1__1.B__1.O_1.P_1.Q,3.17,"2025-06-14 11:03:38,622",2025-06-14 11:03:38.622
8qdy__1__1.A_2.A__2.B,85.17,"2025-06-14 11:05:03,789",2025-06-14 11:05:03.789
7em1__1__1.A__1.D,115.51,"2025-06-14 11:06:59,295",2025-06-14 11:06:59.295
7w81__1__1.A_1.B__1.C_1.D,2.87,"2025-06-14 11:07:02,166",2025-06-14 11:07:02.166
4ixd__2__1.A_2.A__1.C,59.61,"2025-06-14 11:08:01,774",2025-06-14 11:08:01.774
1nup__1__1.A_1.B__1.E,116.69,"2025-06-14 11:09:58,464",2025-06-14 11:09:58.464
3pde__1__1.B__1.J_1.K_1.L_1.M,126.63,"2025-06-14 11:12:05,096",2025-06-14 11:12:05.096
1xuo__1__1.A__1.D,110.75,"2025-06-14 11:13:55,849",2025-06-14 11:13:55.849
2wo3__1__1.B__1.C,93.19,"2025-06-14 11:15:29,044",2025-06-14 11:15:29.044
5jjr__1__1.A__1.E,429.95,"2025-06-14 11:22:38,992",2025-06-14 11:22:38.992
7db7__1__2.A__2.C,70.78,"2025-06-14 11:23:49,775",2025-06-14 11:23:49.775
8b1f__1__1.A__1.C,94.29,"2025-06-14 11:25:24,063",2025-06-14 11:25:24.063
1isi__1__1.A__1.C,64.6,"2025-06-14 11:26:28,659",2025-06-14 11:26:28.659
4m1j__1__1.A_1.B__1.C,100.93,"2025-06-14 11:28:09,585",2025-06-14 11:28:09.585
1xr2__1__1.A__1.D,267.22,"2025-06-14 11:32:36,807",2025-06-14 11:32:36.807
6gbx__1__1.A__1.D_1.F,160.82,"2025-06-14 11:35:17,631",2025-06-14 11:35:17.631
1qwu__1__1.A__1.C_1.D,501.2,"2025-06-14 11:43:38,828",2025-06-14 11:43:38.828
3n5j__1__2.A__2.B_2.D,76.28,"2025-06-14 11:44:55,105",2025-06-14 11:44:55.105
4x94__1__1.A__1.C,143.82,"2025-06-14 11:47:18,925",2025-06-14 11:47:18.925
2dwp__1__1.A__1.B_1.D_1.E,169.45,"2025-06-14 11:50:08,377",2025-06-14 11:50:08.377
5yij__1__1.A_1.C__1.E,47.74,"2025-06-14 11:50:56,116",2025-06-14 11:50:56.116
1juh__2__1.B_2.D__2.H,144.04,"2025-06-14 11:53:20,157",2025-06-14 11:53:20.157
2vxk__1__1.A_2.A__1.B,56.4,"2025-06-14 11:54:16,561",2025-06-14 11:54:16.561
4nbi__1__1.A_1.B__1.C,57.07,"2025-06-14 11:55:13,627",2025-06-14 11:55:13.627
6yf4__1__1.A__1.C_1.D,3.27,"2025-06-14 11:55:16,897",2025-06-14 11:55:16.897
4cix__1__8.A_9.A__8.B,52.26,"2025-06-14 11:56:09,157",2025-06-14 11:56:09.157
6b24__1__1.A_1.B_1.C__1.H,48.83,"2025-06-14 11:56:57,988",2025-06-14 11:56:57.988
7rgz__1__1.A__1.D,54.37,"2025-06-14 11:57:52,356",2025-06-14 11:57:52.356
7vf3__2__1.C__1.G,95.12,"2025-06-14 11:59:27,474",2025-06-14 11:59:27.474
6r58__2__1.B__1.F_1.J,61.83,"2025-06-14 12:00:29,308",2025-06-14 12:00:29.308
1xwd__1__1.A__1.J,77.14,"2025-06-14 12:01:46,446",2025-06-14 12:01:46.446
1gqg__2__1.B__1.Q,133.61,"2025-06-14 12:04:00,053",2025-06-14 12:04:00.053
5ohe__2__1.C_1.D__1.N_1.O,2.93,"2025-06-14 12:04:02,987",2025-06-14 12:04:02.987
7akw__1__1.A__1.D,96.17,"2025-06-14 12:05:39,158",2025-06-14 12:05:39.158
1omz__2__1.A__1.C_1.D,127.43,"2025-06-14 12:07:46,591",2025-06-14 12:07:46.591
6rms__1__1.A_2.A__2.E_2.F,2.92,"2025-06-14 12:07:49,509",2025-06-14 12:07:49.509
4x3m__1__1.A__1.C,67.37,"2025-06-14 12:08:56,876",2025-06-14 12:08:56.876
4gmc__2__1.B__1.E,108.94,"2025-06-14 12:10:45,811",2025-06-14 12:10:45.811
3vph__1__1.A_1.B_1.C_1.D__1.F_1.H_1.Q,115.9,"2025-06-14 12:12:41,708",2025-06-14 12:12:41.708
8bnx__1__1.A__1.C,178.94,"2025-06-14 12:15:40,653",2025-06-14 12:15:40.653
4jvo__1__1.A__1.C,76.57,"2025-06-14 12:16:57,219",2025-06-14 12:16:57.219
5qto__1__1.A_1.B__1.H,60.17,"2025-06-14 12:17:57,389",2025-06-14 12:17:57.389
8gen__1__2.A_3.A__2.B,123.22,"2025-06-14 12:20:00,605",2025-06-14 12:20:00.605
4avs__1__1.D__1.R,58.7,"2025-06-14 12:20:59,302",2025-06-14 12:20:59.302
5t2p__1__1.A__1.G,117.19,"2025-06-14 12:22:56,488",2025-06-14 12:22:56.488
3nqf__1__1.A_1.B__1.C,89.84,"2025-06-14 12:24:26,325",2025-06-14 12:24:26.325
3woo__1__1.A__1.C,163.14,"2025-06-14 12:27:09,462",2025-06-14 12:27:09.462
4zmm__1__1.A_1.B__1.C_1.D,122.88,"2025-06-14 12:29:12,337",2025-06-14 12:29:12.337
3rer__1__1.B_1.C__1.I,61.13,"2025-06-14 12:30:13,463",2025-06-14 12:30:13.463
4x2a__1__1.A_1.B__1.C_1.E,124.44,"2025-06-14 12:32:17,906",2025-06-14 12:32:17.906
5bvb__1__1.A__1.E,51.16,"2025-06-14 12:33:09,062",2025-06-14 12:33:09.062
3i26__2__1.C_1.D__1.N,83.22,"2025-06-14 12:34:32,286",2025-06-14 12:34:32.286
6wk9__2__1.E_1.F_1.G__1.Q_1.R_1.U_1.V,124.52,"2025-06-14 12:36:36,802",2025-06-14 12:36:36.802
5n2v__2__1.E_1.F__1.K_1.L_1.M_1.N,52.45,"2025-06-14 12:37:29,254",2025-06-14 12:37:29.254
5jqw__1__1.A__1.B,227.81,"2025-06-14 12:41:17,060",2025-06-14 12:41:17.060
5v3a__2__2.C_3.C_3.D__3.L,91.51,"2025-06-14 12:42:48,567",2025-06-14 12:42:48.567
6apw__1__1.A__1.B,146.27,"2025-06-14 12:45:14,837",2025-06-14 12:45:14.837
2zw9__2__1.B__1.D,233.05,"2025-06-14 12:49:07,890",2025-06-14 12:49:07.890
6wia__1__2.A__2.C,2.83,"2025-06-14 12:49:10,716",2025-06-14 12:49:10.716
7cbb__1__1.A__1.C,157.99,"2025-06-14 12:51:48,712",2025-06-14 12:51:48.712
1g77__1__1.A_2.A__2.D_2.E,100.03,"2025-06-14 12:53:28,743",2025-06-14 12:53:28.743
1qmg__2__1.D__1.R,213.19,"2025-06-14 12:57:01,931",2025-06-14 12:57:01.931
6zxb__1__1.B__1.L_1.N_1.O,201.08,"2025-06-14 13:00:23,008",2025-06-14 13:00:23.008
2ada__1__1.A__1.B_1.C,156.09,"2025-06-14 13:02:59,103",2025-06-14 13:02:59.103
7wmi__1__1.B__1.F_1.G,93.77,"2025-06-14 13:04:32,877",2025-06-14 13:04:32.877
4tn2__1__1.A__1.B,167.26,"2025-06-14 13:07:20,139",2025-06-14 13:07:20.139
1uhe__1__2.A_2.B_4.A_4.B__4.C,46.76,"2025-06-14 13:08:06,896",2025-06-14 13:08:06.896
4c7w__1__1.A__1.M_1.N,132.32,"2025-06-14 13:10:19,218",2025-06-14 13:10:19.218
1x1i__1__1.A__1.B,250.62,"2025-06-14 13:14:29,840",2025-06-14 13:14:29.840
7z5u__1__1.A__1.B_1.C,83.34,"2025-06-14 13:15:53,179",2025-06-14 13:15:53.179
2gfj__1__1.A__1.C_1.D_1.I,69.03,"2025-06-14 13:17:02,212",2025-06-14 13:17:02.212
1e1z__1__2.A__2.B,99.38,"2025-06-14 13:18:41,594",2025-06-14 13:18:41.594
6hvh__1__1.A__1.B_1.C,95.52,"2025-06-14 13:20:17,116",2025-06-14 13:20:17.116
4x3l__1__1.A_1.B__1.C,66.96,"2025-06-14 13:21:24,072",2025-06-14 13:21:24.072
2ccc__1__4.A_5.A_6.A_9.A__4.F_9.F,44.2,"2025-06-14 13:22:08,274",2025-06-14 13:22:08.274
1yk1__1__1.B__1.D,83.42,"2025-06-14 13:23:31,695",2025-06-14 13:23:31.695
6dte__1__1.A__1.C,168.16,"2025-06-14 13:26:19,857",2025-06-14 13:26:19.857
2bs3__1__1.C_1.E_1.F__1.V_1.W,2.92,"2025-06-14 13:26:22,773",2025-06-14 13:26:22.773
4az3__1__1.A_1.B__1.C,56.6,"2025-06-14 13:27:19,377",2025-06-14 13:27:19.377
6w8z__1__1.A__1.E,54.01,"2025-06-14 13:28:13,383",2025-06-14 13:28:13.383
7ygg__2__1.D__1.I,2.85,"2025-06-14 13:28:16,231",2025-06-14 13:28:16.231
4j8t__3__1.C__1.G,51.64,"2025-06-14 13:29:07,867",2025-06-14 13:29:07.867
7ee5__1__1.A__1.H,97.68,"2025-06-14 13:30:45,542",2025-06-14 13:30:45.542
7nn0__2__1.B__1.J,262.36,"2025-06-14 13:35:07,905",2025-06-14 13:35:07.905
2xtk__2__1.B__1.L,70.87,"2025-06-14 13:36:18,775",2025-06-14 13:36:18.775
6mcj__1__1.A__1.C,85.49,"2025-06-14 13:37:44,262",2025-06-14 13:37:44.262
3nkp__1__1.A__1.D,375.43,"2025-06-14 13:43:59,696",2025-06-14 13:43:59.696
3b04__1__1.C__1.I_1.J,157.39,"2025-06-14 13:46:37,085",2025-06-14 13:46:37.085
4aha__1__1.A__1.K,103.7,"2025-06-14 13:48:20,787",2025-06-14 13:48:20.787
3arn__1__1.A_1.C__1.D,52.84,"2025-06-14 13:49:13,631",2025-06-14 13:49:13.631
4jt9__1__1.A__1.C_1.D_1.E,70.83,"2025-06-14 13:50:24,466",2025-06-14 13:50:24.466
6q8n__2__1.B__1.W,145.09,"2025-06-14 13:52:49,555",2025-06-14 13:52:49.555
6l3r__1__1.A__1.E,139.42,"2025-06-14 13:55:08,971",2025-06-14 13:55:08.971
3rlv__1__1.A_1.B__1.D,96.46,"2025-06-14 13:56:45,431",2025-06-14 13:56:45.431
6cq9__1__1.A__1.F,129.6,"2025-06-14 13:58:55,030",2025-06-14 13:58:55.030
5us1__4__1.G__1.X,147.57,"2025-06-14 14:01:22,603",2025-06-14 14:01:22.603
5erd__1__1.B__1.H,116.33,"2025-06-14 14:03:18,935",2025-06-14 14:03:18.935
6y87__6__1.F__1.O,154.13,"2025-06-14 14:05:53,066",2025-06-14 14:05:53.066
6ul2__3__1.C__1.W,202.37,"2025-06-14 14:09:15,434",2025-06-14 14:09:15.434
7zns__1__1.A__1.C,178.94,"2025-06-14 14:12:14,372",2025-06-14 14:12:14.372
6iqx__2__1.B__1.Q,245.1,"2025-06-14 14:16:19,471",2025-06-14 14:16:19.471
8qe3__1__1.A_2.A__2.B,87.64,"2025-06-14 14:17:47,116",2025-06-14 14:17:47.116
4mwf__1__1.D__1.I,55.49,"2025-06-14 14:18:42,608",2025-06-14 14:18:42.608
5m8m__3__1.C__1.Q,179.94,"2025-06-14 14:21:42,546",2025-06-14 14:21:42.546
7d7u__3__1.C__1.F,51.63,"2025-06-14 14:22:34,174",2025-06-14 14:22:34.174
7ssi__2__1.E__1.N_1.O,135.86,"2025-06-14 14:24:50,034",2025-06-14 14:24:50.034
1h8v__1__1.A__1.G,2.86,"2025-06-14 14:24:52,895",2025-06-14 14:24:52.895
5hmz__1__1.A__1.D,197.32,"2025-06-14 14:28:10,214",2025-06-14 14:28:10.214
8e0t__1__1.B__1.E,139.23,"2025-06-14 14:30:29,446",2025-06-14 14:30:29.446
3p60__1__1.A_1.B__1.D,105.61,"2025-06-14 14:32:15,056",2025-06-14 14:32:15.056
6wv7__1__1.A__1.C,81.83,"2025-06-14 14:33:36,882",2025-06-14 14:33:36.882
4qnu__6__1.F__1.T,75.02,"2025-06-14 14:34:51,899",2025-06-14 14:34:51.899
6kfe__1__1.A_2.A__1.D,88.84,"2025-06-14 14:36:20,741",2025-06-14 14:36:20.741
5fsc__1__2.A__2.D,85.92,"2025-06-14 14:37:46,657",2025-06-14 14:37:46.657
5xpi__1__1.A__1.B,129.79,"2025-06-14 14:39:56,450",2025-06-14 14:39:56.450
4xph__1__1.A__1.J,111.11,"2025-06-14 14:41:47,561",2025-06-14 14:41:47.561
6peu__1__1.A_1.E__1.I_1.J_1.K,47.72,"2025-06-14 14:42:35,281",2025-06-14 14:42:35.281
2x1n__1__1.D__1.E,69.06,"2025-06-14 14:43:44,344",2025-06-14 14:43:44.344
1b5d__1__1.A_1.B__1.D,62.3,"2025-06-14 14:44:46,647",2025-06-14 14:44:46.647
6xug__1__1.B__1.H_1.I_1.K_1.L,195.1,"2025-06-14 14:48:01,749",2025-06-14 14:48:01.749
5f9t__2__1.B__1.G,128.34,"2025-06-14 14:50:10,087",2025-06-14 14:50:10.087
5h4j__1__1.A_2.A__2.B,53.27,"2025-06-14 14:51:03,358",2025-06-14 14:51:03.358
6imj__1__1.A__1.E_1.G_1.H,85.49,"2025-06-14 14:52:28,846",2025-06-14 14:52:28.846
4ih7__1__1.A__1.D,176.5,"2025-06-14 14:55:25,348",2025-06-14 14:55:25.348
6lel__1__1.A_2.B__1.C,118.38,"2025-06-14 14:57:23,724",2025-06-14 14:57:23.724
2x0u__2__1.B__1.D,57.75,"2025-06-14 14:58:21,475",2025-06-14 14:58:21.475
5e6m__1__1.B__1.G,201.26,"2025-06-14 15:01:42,732",2025-06-14 15:01:42.732
2wa9__1__1.A__1.H,47.2,"2025-06-14 15:02:29,931",2025-06-14 15:02:29.931
3bf3__1__1.A_1.B__1.H,65.33,"2025-06-14 15:03:35,263",2025-06-14 15:03:35.263
5uj7__1__1.C__1.K,125.89,"2025-06-14 15:05:41,153",2025-06-14 15:05:41.153
4mws__1__1.A_1.B__1.G,163.07,"2025-06-14 15:08:24,224",2025-06-14 15:08:24.224
8sge__1__1.A__1.H,139.59,"2025-06-14 15:10:43,815",2025-06-14 15:10:43.815
3thq__1__1.A_1.B__1.C,93.79,"2025-06-14 15:12:17,601",2025-06-14 15:12:17.601
4gyz__3__1.C__1.O_1.P,137.01,"2025-06-14 15:14:34,606",2025-06-14 15:14:34.606
6m3z__1__1.A_1.B_1.C__1.E_1.L,115.59,"2025-06-14 15:16:30,193",2025-06-14 15:16:30.193
5sun__1__1.A_1.B__1.D_1.J,157.35,"2025-06-14 15:19:07,547",2025-06-14 15:19:07.547
7rf9__2__1.C_1.D__1.GA,218.19,"2025-06-14 15:22:45,741",2025-06-14 15:22:45.741
2bii__1__2.A__2.I,3.1,"2025-06-14 15:22:48,839",2025-06-14 15:22:48.839
2gag__1__1.A_1.B__1.H_1.J,88.86,"2025-06-14 15:24:17,699",2025-06-14 15:24:17.699
4yzl__1__1.A__1.B_1.C,108.62,"2025-06-14 15:26:06,318",2025-06-14 15:26:06.318
7vjt__1__1.A__1.C,162.1,"2025-06-14 15:28:48,419",2025-06-14 15:28:48.419
3abi__1__1.B__1.F,145.78,"2025-06-14 15:31:14,202",2025-06-14 15:31:14.202
5id7__1__1.A__1.D,110.22,"2025-06-14 15:33:04,418",2025-06-14 15:33:04.418
7k4h__1__1.A__1.G_1.H_1.I,156.82,"2025-06-14 15:35:41,237",2025-06-14 15:35:41.237
5erv__1__1.A_2.A__1.B_1.C_1.O,167.6,"2025-06-14 15:38:28,841",2025-06-14 15:38:28.841
5bzo__1__1.A__1.B,52.03,"2025-06-14 15:39:20,874",2025-06-14 15:39:20.874
4ise__1__1.A__1.C,135.23,"2025-06-14 15:41:36,103",2025-06-14 15:41:36.103
1gm9__1__1.A_1.B__1.M_1.O,112.68,"2025-06-14 15:43:28,784",2025-06-14 15:43:28.784
5lrr__1__1.B__1.L,59.38,"2025-06-14 15:44:28,160",2025-06-14 15:44:28.160
8ak6__2__1.B__1.P_1.Q,69.46,"2025-06-14 15:45:37,620",2025-06-14 15:45:37.620
3sgu__1__1.A_2.A__1.B,2.91,"2025-06-14 15:45:40,532",2025-06-14 15:45:40.532
6b63__1__1.A_1.B__1.D_1.E_1.F_1.I_1.L,65.64,"2025-06-14 15:46:46,174",2025-06-14 15:46:46.174
3tay__1__1.A__1.C_1.H,53.85,"2025-06-14 15:47:40,022",2025-06-14 15:47:40.022
6i6x__2__1.B__1.E,219.03,"2025-06-14 15:51:19,054",2025-06-14 15:51:19.054
5uy8__1__1.A_1.B__1.G,119.17,"2025-06-14 15:53:18,223",2025-06-14 15:53:18.223
4zne__1__1.A__1.F,65.98,"2025-06-14 15:54:24,200",2025-06-14 15:54:24.200
5v3y__1__1.A__1.C,152.09,"2025-06-14 15:56:56,286",2025-06-14 15:56:56.286
6y5m__1__1.A__1.I,344.09,"2025-06-14 16:02:40,381",2025-06-14 16:02:40.381
1wxy__1__1.A__1.C,79.65,"2025-06-14 16:04:00,032",2025-06-14 16:04:00.032
4xm6__1__1.A__1.B_1.C,130.34,"2025-06-14 16:06:10,369",2025-06-14 16:06:10.369
4jsd__1__1.A__1.B,288.03,"2025-06-14 16:10:58,399",2025-06-14 16:10:58.399
7n8l__2__1.B__1.J_1.M,91.33,"2025-06-14 16:12:29,731",2025-06-14 16:12:29.731
3ocd__1__1.A__1.E,2.9,"2025-06-14 16:12:32,634",2025-06-14 16:12:32.634
6tsr__1__2.A__2.B_2.F,2.88,"2025-06-14 16:12:35,509",2025-06-14 16:12:35.509
5dw6__1__1.B__1.L,107.11,"2025-06-14 16:14:22,616",2025-06-14 16:14:22.616
6xhq__1__1.A_1.B__1.C,123.47,"2025-06-14 16:16:26,082",2025-06-14 16:16:26.082
5zdq__1__2.A__2.E_2.F_2.G_2.H,109.26,"2025-06-14 16:18:15,345",2025-06-14 16:18:15.345
1rlz__1__1.A_2.A_3.A_4.A__2.B_3.B,129.66,"2025-06-14 16:20:25,008",2025-06-14 16:20:25.008
5ost__1__1.A__1.P,285.13,"2025-06-14 16:25:10,138",2025-06-14 16:25:10.138
7qta__2__1.B__1.O,66.1,"2025-06-14 16:26:16,240",2025-06-14 16:26:16.240
4unq__1__1.A__1.C,101.97,"2025-06-14 16:27:58,211",2025-06-14 16:27:58.211
3b5i__1__1.B__1.E,111.2,"2025-06-14 16:29:49,415",2025-06-14 16:29:49.415
5zqx__1__1.A__1.E,208.81,"2025-06-14 16:33:18,226",2025-06-14 16:33:18.226
3e08__1__1.A_1.B_1.D__1.R,140.8,"2025-06-14 16:35:39,022",2025-06-14 16:35:39.022
1rwn__1__2.A_2.B__2.C,47.06,"2025-06-14 16:36:26,081",2025-06-14 16:36:26.081
7c6b__2__1.B__1.E,51.55,"2025-06-14 16:37:17,629",2025-06-14 16:37:17.629
3ej2__1__3.A_4.A__3.B_4.B,128.46,"2025-06-14 16:39:26,090",2025-06-14 16:39:26.090
5e62__2__2.C_2.D_3.D__3.N,50.17,"2025-06-14 16:40:16,263",2025-06-14 16:40:16.263
3maw__1__1.A__1.C,131.11,"2025-06-14 16:42:27,373",2025-06-14 16:42:27.373
3was__1__2.A_3.A__2.C_2.E,83.64,"2025-06-14 16:43:51,012",2025-06-14 16:43:51.012
1kv3__2__1.B_1.F__1.L,137.92,"2025-06-14 16:46:08,936",2025-06-14 16:46:08.936
1wop__1__1.A__1.B,160.38,"2025-06-14 16:48:49,318",2025-06-14 16:48:49.318
5zqs__1__1.B__1.D,210.19,"2025-06-14 16:52:19,512",2025-06-14 16:52:19.512
2cvc__1__1.A__1.L,3.21,"2025-06-14 16:52:22,720",2025-06-14 16:52:22.720
4wy0__1__1.F_1.K__1.DA,116.77,"2025-06-14 16:54:19,494",2025-06-14 16:54:19.494
7vbt__1__1.B__1.D,140.18,"2025-06-14 16:56:39,678",2025-06-14 16:56:39.678
5h41__1__1.A__1.C_1.E_1.F,537.23,"2025-06-14 17:05:36,911",2025-06-14 17:05:36.911
6f83__1__1.A__1.C,2.9,"2025-06-14 17:05:39,810",2025-06-14 17:05:39.810
3hxu__1__1.A__1.B,95.19,"2025-06-14 17:07:14,996",2025-06-14 17:07:14.996
7oa4__4__1.D__1.S_1.T_1.U_1.V,77.98,"2025-06-14 17:08:32,972",2025-06-14 17:08:32.972
6oa3__1__1.A__1.B,98.33,"2025-06-14 17:10:11,298",2025-06-14 17:10:11.298
5fux__1__1.A__1.C_1.E_1.F,88.96,"2025-06-14 17:11:40,259",2025-06-14 17:11:40.259
5enr__1__1.C__1.G,419.9,"2025-06-14 17:18:40,163",2025-06-14 17:18:40.163
6pgu__1__1.A__1.C,116.2,"2025-06-14 17:20:36,367",2025-06-14 17:20:36.367
7pz1__1__1.A__1.D,165.69,"2025-06-14 17:23:22,057",2025-06-14 17:23:22.057
6e6i__1__1.F_1.G_2.G__2.V_2.W,162.25,"2025-06-14 17:26:04,311",2025-06-14 17:26:04.311
2jbs__1__1.A_1.D__1.H,228.63,"2025-06-14 17:29:52,942",2025-06-14 17:29:52.942
7qea__1__1.A__1.C,180.26,"2025-06-14 17:32:53,200",2025-06-14 17:32:53.200
8a1n__1__1.A__1.C,179.67,"2025-06-14 17:35:52,873",2025-06-14 17:35:52.873
5qha__1__1.A__1.D,2.86,"2025-06-14 17:35:55,736",2025-06-14 17:35:55.736
4x97__1__1.A__1.H,176.02,"2025-06-14 17:38:51,759",2025-06-14 17:38:51.759
3hf8__1__1.A__1.C,71.76,"2025-06-14 17:40:03,521",2025-06-14 17:40:03.521
3g1v__1__1.A_1.B__1.C,88.61,"2025-06-14 17:41:32,135",2025-06-14 17:41:32.135
8jnv__1__1.B__1.E_1.F,177.62,"2025-06-14 17:44:29,757",2025-06-14 17:44:29.757
8fg8__2__1.B__1.GA_1.Q_1.R,372.02,"2025-06-14 17:50:41,772",2025-06-14 17:50:41.772
4hat__1__1.C__1.G,447.23,"2025-06-14 17:58:09,001",2025-06-14 17:58:09.001
8ppd__2__1.B__1.L,104.11,"2025-06-14 17:59:53,107",2025-06-14 17:59:53.107
1dku__2__1.B_3.A_3.B__3.E,72.99,"2025-06-14 18:01:06,097",2025-06-14 18:01:06.097
5vsj__1__1.B__1.E,135.26,"2025-06-14 18:03:21,359",2025-06-14 18:03:21.359
6au0__1__1.A__1.B,148.0,"2025-06-14 18:05:49,358",2025-06-14 18:05:49.358
1z82__1__1.A_1.B__1.D_1.I,78.18,"2025-06-14 18:07:07,538",2025-06-14 18:07:07.538
7ac8__3__1.E__1.K,119.01,"2025-06-14 18:09:06,549",2025-06-14 18:09:06.549
1zxv__1__1.A__1.C_1.D,200.31,"2025-06-14 18:12:26,856",2025-06-14 18:12:26.856
6wk8__1__1.A_1.B_1.D__1.F,114.4,"2025-06-14 18:14:21,258",2025-06-14 18:14:21.258
6uik__1__1.A__1.C,73.12,"2025-06-14 18:15:34,376",2025-06-14 18:15:34.376
3wf3__2__1.B__1.Q,232.9,"2025-06-14 18:19:27,279",2025-06-14 18:19:27.279
5hcn__1__1.A__1.C_1.D,131.57,"2025-06-14 18:21:38,850",2025-06-14 18:21:38.850
1g4s__2__1.B__1.F_1.G_1.H,105.76,"2025-06-14 18:23:24,612",2025-06-14 18:23:24.612
6tez__1__1.A__1.C_1.I,252.22,"2025-06-14 18:27:36,833",2025-06-14 18:27:36.833
6g27__1__1.A__1.B,89.39,"2025-06-14 18:29:06,224",2025-06-14 18:29:06.224
3nwd__3__1.C_3.C__3.O,172.54,"2025-06-14 18:31:58,765",2025-06-14 18:31:58.765
8hq3__1__1.C__1.JA,394.52,"2025-06-14 18:38:33,282",2025-06-14 18:38:33.282
