target_id,method,model_id,ref_prot_path,ref_lig_path,pred_complex_path,rmsd,n_atoms,pocket_atoms,success,error
5svl__2__3.B__3.T,mcs,5,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5svl__2__3.B__3.T/5svl__2__3.B__3.T_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5svl__2__3.B__3.T/5svl__2__3.B__3.T_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5svl__2__3.B__3.T/predictions/5svl__2__3.B__3.T/5svl__2__3.B__3.T_model_5.pdb,0.013049162994478591,14.0,5.0,True,
5svl__2__3.B__3.T,mcs,4,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5svl__2__3.B__3.T/5svl__2__3.B__3.T_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5svl__2__3.B__3.T/5svl__2__3.B__3.T_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5svl__2__3.B__3.T/predictions/5svl__2__3.B__3.T/5svl__2__3.B__3.T_model_4.pdb,0.016190728484448517,14.0,5.0,True,
5svl__2__3.B__3.T,mcs,6,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5svl__2__3.B__3.T/5svl__2__3.B__3.T_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5svl__2__3.B__3.T/5svl__2__3.B__3.T_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5svl__2__3.B__3.T/predictions/5svl__2__3.B__3.T/5svl__2__3.B__3.T_model_6.pdb,0.013405032908355622,14.0,5.0,True,
5svl__2__3.B__3.T,mcs,7,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5svl__2__3.B__3.T/5svl__2__3.B__3.T_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5svl__2__3.B__3.T/5svl__2__3.B__3.T_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5svl__2__3.B__3.T/predictions/5svl__2__3.B__3.T/5svl__2__3.B__3.T_model_7.pdb,0.014686661261816045,14.0,5.0,True,
5svl__2__3.B__3.T,mcs,3,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5svl__2__3.B__3.T/5svl__2__3.B__3.T_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5svl__2__3.B__3.T/5svl__2__3.B__3.T_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5svl__2__3.B__3.T/predictions/5svl__2__3.B__3.T/5svl__2__3.B__3.T_model_3.pdb,0.015167137026701593,14.0,5.0,True,
6cq8__1__1.A__1.H,mcs,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cq8__1__1.A__1.H/6cq8__1__1.A__1.H_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cq8__1__1.A__1.H/6cq8__1__1.A__1.H_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6cq8__1__1.A__1.H/predictions/6cq8__1__1.A__1.H/6cq8__1__1.A__1.H_model_8.pdb,0.10727434820647402,23.0,34.0,True,
6cq8__1__1.A__1.H,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cq8__1__1.A__1.H/6cq8__1__1.A__1.H_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cq8__1__1.A__1.H/6cq8__1__1.A__1.H_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6cq8__1__1.A__1.H/predictions/6cq8__1__1.A__1.H/6cq8__1__1.A__1.H_model_9.pdb,0.11043456138852284,23.0,34.0,True,
6cq8__1__1.A__1.H,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cq8__1__1.A__1.H/6cq8__1__1.A__1.H_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cq8__1__1.A__1.H/6cq8__1__1.A__1.H_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6cq8__1__1.A__1.H/predictions/6cq8__1__1.A__1.H/6cq8__1__1.A__1.H_model_1.pdb,0.10957816940030976,23.0,34.0,True,
6cq8__1__1.A__1.H,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cq8__1__1.A__1.H/6cq8__1__1.A__1.H_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cq8__1__1.A__1.H/6cq8__1__1.A__1.H_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6cq8__1__1.A__1.H/predictions/6cq8__1__1.A__1.H/6cq8__1__1.A__1.H_model_0.pdb,0.10766989899481923,23.0,34.0,True,
6cq8__1__1.A__1.H,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cq8__1__1.A__1.H/6cq8__1__1.A__1.H_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6cq8__1__1.A__1.H/6cq8__1__1.A__1.H_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6cq8__1__1.A__1.H/predictions/6cq8__1__1.A__1.H/6cq8__1__1.A__1.H_model_2.pdb,0.1127744192361345,23.0,34.0,True,
3nqd__1__1.A_1.B__1.C,mcs,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3nqd__1__1.A_1.B__1.C/3nqd__1__1.A_1.B__1.C_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3nqd__1__1.A_1.B__1.C/3nqd__1__1.A_1.B__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_3nqd__1__1.A_1.B__1.C/predictions/3nqd__1__1.A_1.B__1.C/3nqd__1__1.A_1.B__1.C_model_8.pdb,0.006379522383243498,22.0,31.0,True,
3nqd__1__1.A_1.B__1.C,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3nqd__1__1.A_1.B__1.C/3nqd__1__1.A_1.B__1.C_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3nqd__1__1.A_1.B__1.C/3nqd__1__1.A_1.B__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_3nqd__1__1.A_1.B__1.C/predictions/3nqd__1__1.A_1.B__1.C/3nqd__1__1.A_1.B__1.C_model_9.pdb,0.007066388112424792,22.0,31.0,True,
3nqd__1__1.A_1.B__1.C,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3nqd__1__1.A_1.B__1.C/3nqd__1__1.A_1.B__1.C_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3nqd__1__1.A_1.B__1.C/3nqd__1__1.A_1.B__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_3nqd__1__1.A_1.B__1.C/predictions/3nqd__1__1.A_1.B__1.C/3nqd__1__1.A_1.B__1.C_model_1.pdb,0.006560630353867033,22.0,31.0,True,
3nqd__1__1.A_1.B__1.C,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3nqd__1__1.A_1.B__1.C/3nqd__1__1.A_1.B__1.C_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3nqd__1__1.A_1.B__1.C/3nqd__1__1.A_1.B__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_3nqd__1__1.A_1.B__1.C/predictions/3nqd__1__1.A_1.B__1.C/3nqd__1__1.A_1.B__1.C_model_0.pdb,0.0064772265841737025,22.0,31.0,True,
3nqd__1__1.A_1.B__1.C,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3nqd__1__1.A_1.B__1.C/3nqd__1__1.A_1.B__1.C_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3nqd__1__1.A_1.B__1.C/3nqd__1__1.A_1.B__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_3nqd__1__1.A_1.B__1.C/predictions/3nqd__1__1.A_1.B__1.C/3nqd__1__1.A_1.B__1.C_model_2.pdb,0.006416447007591376,22.0,31.0,True,
4j8t__3__1.C__1.G,mcs,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4j8t__3__1.C__1.G/4j8t__3__1.C__1.G_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4j8t__3__1.C__1.G/4j8t__3__1.C__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4j8t__3__1.C__1.G/predictions/4j8t__3__1.C__1.G/4j8t__3__1.C__1.G_model_8.pdb,0.6180767489681627,28.0,20.0,True,
4j8t__3__1.C__1.G,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4j8t__3__1.C__1.G/4j8t__3__1.C__1.G_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4j8t__3__1.C__1.G/4j8t__3__1.C__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4j8t__3__1.C__1.G/predictions/4j8t__3__1.C__1.G/4j8t__3__1.C__1.G_model_9.pdb,0.6193551317888917,28.0,20.0,True,
4j8t__3__1.C__1.G,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4j8t__3__1.C__1.G/4j8t__3__1.C__1.G_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4j8t__3__1.C__1.G/4j8t__3__1.C__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4j8t__3__1.C__1.G/predictions/4j8t__3__1.C__1.G/4j8t__3__1.C__1.G_model_2.pdb,0.6183976297736992,28.0,20.0,True,
4j8t__3__1.C__1.G,mcs,3,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4j8t__3__1.C__1.G/4j8t__3__1.C__1.G_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4j8t__3__1.C__1.G/4j8t__3__1.C__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4j8t__3__1.C__1.G/predictions/4j8t__3__1.C__1.G/4j8t__3__1.C__1.G_model_3.pdb,0.619125888216245,28.0,20.0,True,
4j8t__3__1.C__1.G,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4j8t__3__1.C__1.G/4j8t__3__1.C__1.G_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4j8t__3__1.C__1.G/4j8t__3__1.C__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4j8t__3__1.C__1.G/predictions/4j8t__3__1.C__1.G/4j8t__3__1.C__1.G_model_1.pdb,0.6196379016880192,28.0,20.0,True,
4zr5__1__1.A__1.I,mcs,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4zr5__1__1.A__1.I/4zr5__1__1.A__1.I_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4zr5__1__1.A__1.I/4zr5__1__1.A__1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4zr5__1__1.A__1.I/predictions/4zr5__1__1.A__1.I/4zr5__1__1.A__1.I_model_8.pdb,0.007571647371091527,14.0,10.0,True,
4zr5__1__1.A__1.I,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4zr5__1__1.A__1.I/4zr5__1__1.A__1.I_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4zr5__1__1.A__1.I/4zr5__1__1.A__1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4zr5__1__1.A__1.I/predictions/4zr5__1__1.A__1.I/4zr5__1__1.A__1.I_model_9.pdb,0.006931733511980061,14.0,10.0,True,
4zr5__1__1.A__1.I,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4zr5__1__1.A__1.I/4zr5__1__1.A__1.I_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4zr5__1__1.A__1.I/4zr5__1__1.A__1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4zr5__1__1.A__1.I/predictions/4zr5__1__1.A__1.I/4zr5__1__1.A__1.I_model_1.pdb,0.007482164151863077,14.0,10.0,True,
4zr5__1__1.A__1.I,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4zr5__1__1.A__1.I/4zr5__1__1.A__1.I_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4zr5__1__1.A__1.I/4zr5__1__1.A__1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4zr5__1__1.A__1.I/predictions/4zr5__1__1.A__1.I/4zr5__1__1.A__1.I_model_0.pdb,0.008378977876519063,14.0,10.0,True,
4zr5__1__1.A__1.I,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4zr5__1__1.A__1.I/4zr5__1__1.A__1.I_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4zr5__1__1.A__1.I/4zr5__1__1.A__1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4zr5__1__1.A__1.I/predictions/4zr5__1__1.A__1.I/4zr5__1__1.A__1.I_model_2.pdb,0.00830456539195743,14.0,10.0,True,
3rou__1__1.A_1.B__1.D,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3rou__1__1.A_1.B__1.D/3rou__1__1.A_1.B__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3rou__1__1.A_1.B__1.D/3rou__1__1.A_1.B__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_3rou__1__1.A_1.B__1.D/predictions/3rou__1__1.A_1.B__1.D/3rou__1__1.A_1.B__1.D_model_9.pdb,0.0,22.0,20.0,True,
3rou__1__1.A_1.B__1.D,mcs,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3rou__1__1.A_1.B__1.D/3rou__1__1.A_1.B__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3rou__1__1.A_1.B__1.D/3rou__1__1.A_1.B__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_3rou__1__1.A_1.B__1.D/predictions/3rou__1__1.A_1.B__1.D/3rou__1__1.A_1.B__1.D_model_8.pdb,0.0,22.0,20.0,True,
3rou__1__1.A_1.B__1.D,mcs,3,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3rou__1__1.A_1.B__1.D/3rou__1__1.A_1.B__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3rou__1__1.A_1.B__1.D/3rou__1__1.A_1.B__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_3rou__1__1.A_1.B__1.D/predictions/3rou__1__1.A_1.B__1.D/3rou__1__1.A_1.B__1.D_model_3.pdb,0.0,22.0,20.0,True,
3rou__1__1.A_1.B__1.D,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3rou__1__1.A_1.B__1.D/3rou__1__1.A_1.B__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3rou__1__1.A_1.B__1.D/3rou__1__1.A_1.B__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_3rou__1__1.A_1.B__1.D/predictions/3rou__1__1.A_1.B__1.D/3rou__1__1.A_1.B__1.D_model_2.pdb,9.5367431640625e-07,22.0,20.0,True,
3rou__1__1.A_1.B__1.D,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3rou__1__1.A_1.B__1.D/3rou__1__1.A_1.B__1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3rou__1__1.A_1.B__1.D/3rou__1__1.A_1.B__1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_3rou__1__1.A_1.B__1.D/predictions/3rou__1__1.A_1.B__1.D/3rou__1__1.A_1.B__1.D_model_0.pdb,0.0,22.0,20.0,True,
6fgx__1__1.A__1.C_1.D,mcs,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6fgx__1__1.A__1.C_1.D/6fgx__1__1.A__1.C_1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6fgx__1__1.A__1.C_1.D/6fgx__1__1.A__1.C_1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6fgx__1__1.A__1.C_1.D/predictions/6fgx__1__1.A__1.C_1.D/6fgx__1__1.A__1.C_1.D_model_8.pdb,0.024140448252291676,31.0,22.0,True,
6fgx__1__1.A__1.C_1.D,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6fgx__1__1.A__1.C_1.D/6fgx__1__1.A__1.C_1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6fgx__1__1.A__1.C_1.D/6fgx__1__1.A__1.C_1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6fgx__1__1.A__1.C_1.D/predictions/6fgx__1__1.A__1.C_1.D/6fgx__1__1.A__1.C_1.D_model_9.pdb,0.024643663596648976,31.0,22.0,True,
6fgx__1__1.A__1.C_1.D,mcs,4,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6fgx__1__1.A__1.C_1.D/6fgx__1__1.A__1.C_1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6fgx__1__1.A__1.C_1.D/6fgx__1__1.A__1.C_1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6fgx__1__1.A__1.C_1.D/predictions/6fgx__1__1.A__1.C_1.D/6fgx__1__1.A__1.C_1.D_model_4.pdb,0.02481031616807574,31.0,22.0,True,
6fgx__1__1.A__1.C_1.D,mcs,5,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6fgx__1__1.A__1.C_1.D/6fgx__1__1.A__1.C_1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6fgx__1__1.A__1.C_1.D/6fgx__1__1.A__1.C_1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6fgx__1__1.A__1.C_1.D/predictions/6fgx__1__1.A__1.C_1.D/6fgx__1__1.A__1.C_1.D_model_5.pdb,0.02470637410594196,31.0,22.0,True,
6fgx__1__1.A__1.C_1.D,mcs,7,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6fgx__1__1.A__1.C_1.D/6fgx__1__1.A__1.C_1.D_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6fgx__1__1.A__1.C_1.D/6fgx__1__1.A__1.C_1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6fgx__1__1.A__1.C_1.D/predictions/6fgx__1__1.A__1.C_1.D/6fgx__1__1.A__1.C_1.D_model_7.pdb,0.024223437091249696,31.0,22.0,True,
6m47__1__1.A__1.G,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6m47__1__1.A__1.G/6m47__1__1.A__1.G_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6m47__1__1.A__1.G/6m47__1__1.A__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6m47__1__1.A__1.G/predictions/6m47__1__1.A__1.G/6m47__1__1.A__1.G_model_9.pdb,0.8530125882713671,35.0,23.0,True,
6m47__1__1.A__1.G,mcs,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6m47__1__1.A__1.G/6m47__1__1.A__1.G_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6m47__1__1.A__1.G/6m47__1__1.A__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6m47__1__1.A__1.G/predictions/6m47__1__1.A__1.G/6m47__1__1.A__1.G_model_8.pdb,0.8492256375515198,35.0,23.0,True,
6m47__1__1.A__1.G,mcs,6,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6m47__1__1.A__1.G/6m47__1__1.A__1.G_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6m47__1__1.A__1.G/6m47__1__1.A__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6m47__1__1.A__1.G/predictions/6m47__1__1.A__1.G/6m47__1__1.A__1.G_model_6.pdb,0.8505921503547982,35.0,23.0,True,
6m47__1__1.A__1.G,mcs,7,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6m47__1__1.A__1.G/6m47__1__1.A__1.G_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6m47__1__1.A__1.G/6m47__1__1.A__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6m47__1__1.A__1.G/predictions/6m47__1__1.A__1.G/6m47__1__1.A__1.G_model_7.pdb,0.8490520651323615,35.0,23.0,True,
6m47__1__1.A__1.G,mcs,5,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6m47__1__1.A__1.G/6m47__1__1.A__1.G_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6m47__1__1.A__1.G/6m47__1__1.A__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_6m47__1__1.A__1.G/predictions/6m47__1__1.A__1.G/6m47__1__1.A__1.G_model_5.pdb,0.8229866558080845,35.0,23.0,True,
5dqe__2__1.B__1.E,mcs,8,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5dqe__2__1.B__1.E/5dqe__2__1.B__1.E_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5dqe__2__1.B__1.E/5dqe__2__1.B__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5dqe__2__1.B__1.E/predictions/5dqe__2__1.B__1.E/5dqe__2__1.B__1.E_model_8.pdb,0.07366661060470864,17.0,14.0,True,
5dqe__2__1.B__1.E,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5dqe__2__1.B__1.E/5dqe__2__1.B__1.E_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5dqe__2__1.B__1.E/5dqe__2__1.B__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5dqe__2__1.B__1.E/predictions/5dqe__2__1.B__1.E/5dqe__2__1.B__1.E_model_9.pdb,0.07393705474029391,17.0,14.0,True,
5dqe__2__1.B__1.E,mcs,1,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5dqe__2__1.B__1.E/5dqe__2__1.B__1.E_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5dqe__2__1.B__1.E/5dqe__2__1.B__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5dqe__2__1.B__1.E/predictions/5dqe__2__1.B__1.E/5dqe__2__1.B__1.E_model_1.pdb,0.07379076338366798,17.0,14.0,True,
5dqe__2__1.B__1.E,mcs,0,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5dqe__2__1.B__1.E/5dqe__2__1.B__1.E_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5dqe__2__1.B__1.E/5dqe__2__1.B__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5dqe__2__1.B__1.E/predictions/5dqe__2__1.B__1.E/5dqe__2__1.B__1.E_model_0.pdb,0.0745110747221547,17.0,14.0,True,
5dqe__2__1.B__1.E,mcs,2,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5dqe__2__1.B__1.E/5dqe__2__1.B__1.E_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5dqe__2__1.B__1.E/5dqe__2__1.B__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_5dqe__2__1.B__1.E/predictions/5dqe__2__1.B__1.E/5dqe__2__1.B__1.E_model_2.pdb,0.0739222231011516,17.0,14.0,True,
4d4b__1__1.A__1.C_1.E,mcs,9,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4d4b__1__1.A__1.C_1.E/4d4b__1__1.A__1.C_1.E_protein.pdb,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/4d4b__1__1.A__1.C_1.E/4d4b__1__1.A__1.C_1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/boltz/inference/plinder_set_0/boltz_results_4d4b__1__1.A__1.C_1.E/predictions/4d4b__1__1.A__1.C_1.E/4d4b__1__1.A__1.C_1.E_model_9.pdb,0.023122632128338344,24.0,16.0,True,
