target_id,rank,score,method,ref_path,pred_path,rmsd,n_atoms,alignment_method,ref_atoms,pred_atoms,success,error
6pgu__1__1.A__1.C,5,0.21,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6pgu__1__1.A__1.C/6pgu__1__1.A__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6pgu__1__1.A__1.C/rank5_score0.21.sdf,2.8073295518702017,48,global,48,48,True,
6pgu__1__1.A__1.C,1,0.35,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6pgu__1__1.A__1.C/6pgu__1__1.A__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6pgu__1__1.A__1.C/rank1_score0.35.sdf,2.609565884166516,48,global,48,48,True,
6pgu__1__1.A__1.C,9,0.15,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6pgu__1__1.A__1.C/6pgu__1__1.A__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6pgu__1__1.A__1.C/rank9_score0.15.sdf,2.8351717290615195,48,global,48,48,True,
7coz__1__1.A__1.D_1.F_1.G,4,0.5,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7coz__1__1.A__1.D_1.F_1.G/7coz__1__1.A__1.D_1.F_1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7coz__1__1.A__1.D_1.F_1.G/rank4_score0.50.sdf,2.052267971770428,24,global,24,24,True,
7coz__1__1.A__1.D_1.F_1.G,3,0.51,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7coz__1__1.A__1.D_1.F_1.G/7coz__1__1.A__1.D_1.F_1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7coz__1__1.A__1.D_1.F_1.G/rank3_score0.51.sdf,2.103048060104297,24,global,24,24,True,
7coz__1__1.A__1.D_1.F_1.G,6,0.48,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7coz__1__1.A__1.D_1.F_1.G/7coz__1__1.A__1.D_1.F_1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7coz__1__1.A__1.D_1.F_1.G/rank6_score0.48.sdf,2.2948860798093578,24,global,24,24,True,
7coz__1__1.A__1.D_1.F_1.G,8,0.48,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7coz__1__1.A__1.D_1.F_1.G/7coz__1__1.A__1.D_1.F_1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7coz__1__1.A__1.D_1.F_1.G/rank8_score0.48.sdf,0.8577014093633202,24,global,24,24,True,
7coz__1__1.A__1.D_1.F_1.G,9,0.48,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7coz__1__1.A__1.D_1.F_1.G/7coz__1__1.A__1.D_1.F_1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7coz__1__1.A__1.D_1.F_1.G/rank9_score0.48.sdf,1.7813761159498547,24,global,24,24,True,
7coz__1__1.A__1.D_1.F_1.G,1,0.54,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7coz__1__1.A__1.D_1.F_1.G/7coz__1__1.A__1.D_1.F_1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7coz__1__1.A__1.D_1.F_1.G/rank1_score0.54.sdf,2.3933276717023477,24,global,24,24,True,
7coz__1__1.A__1.D_1.F_1.G,7,0.48,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7coz__1__1.A__1.D_1.F_1.G/7coz__1__1.A__1.D_1.F_1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7coz__1__1.A__1.D_1.F_1.G/rank7_score0.48.sdf,2.187729603331873,24,global,24,24,True,
7coz__1__1.A__1.D_1.F_1.G,2,0.54,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7coz__1__1.A__1.D_1.F_1.G/7coz__1__1.A__1.D_1.F_1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7coz__1__1.A__1.D_1.F_1.G/rank2_score0.54.sdf,2.861055618780691,24,global,24,24,True,
7coz__1__1.A__1.D_1.F_1.G,5,0.5,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7coz__1__1.A__1.D_1.F_1.G/7coz__1__1.A__1.D_1.F_1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7coz__1__1.A__1.D_1.F_1.G/rank5_score0.50.sdf,1.5615487035071247,24,global,24,24,True,
6pai__1__1.B_1.C__1.G,5,0.6,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6pai__1__1.B_1.C__1.G/6pai__1__1.B_1.C__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6pai__1__1.B_1.C__1.G/rank5_score0.60.sdf,2.1055614870826678,24,global,24,24,True,
6pai__1__1.B_1.C__1.G,6,0.6,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6pai__1__1.B_1.C__1.G/6pai__1__1.B_1.C__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6pai__1__1.B_1.C__1.G/rank6_score0.60.sdf,1.646201754765901,24,global,24,24,True,
6pai__1__1.B_1.C__1.G,8,0.59,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6pai__1__1.B_1.C__1.G/6pai__1__1.B_1.C__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6pai__1__1.B_1.C__1.G/rank8_score0.59.sdf,1.7953033518820716,24,global,24,24,True,
6pai__1__1.B_1.C__1.G,9,0.57,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6pai__1__1.B_1.C__1.G/6pai__1__1.B_1.C__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6pai__1__1.B_1.C__1.G/rank9_score0.57.sdf,2.51588620112399,24,global,24,24,True,
6pai__1__1.B_1.C__1.G,3,0.63,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6pai__1__1.B_1.C__1.G/6pai__1__1.B_1.C__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6pai__1__1.B_1.C__1.G/rank3_score0.63.sdf,2.111918057572252,24,global,24,24,True,
6pai__1__1.B_1.C__1.G,2,0.9,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6pai__1__1.B_1.C__1.G/6pai__1__1.B_1.C__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6pai__1__1.B_1.C__1.G/rank2_score0.90.sdf,1.694957070796569,24,global,24,24,True,
6pai__1__1.B_1.C__1.G,4,0.6,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6pai__1__1.B_1.C__1.G/6pai__1__1.B_1.C__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6pai__1__1.B_1.C__1.G/rank4_score0.60.sdf,1.7174660686191765,24,global,24,24,True,
6pai__1__1.B_1.C__1.G,7,0.59,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6pai__1__1.B_1.C__1.G/6pai__1__1.B_1.C__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6pai__1__1.B_1.C__1.G/rank7_score0.59.sdf,1.2797396805206203,24,global,24,24,True,
6pai__1__1.B_1.C__1.G,1,0.92,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/6pai__1__1.B_1.C__1.G/6pai__1__1.B_1.C__1.G_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/6pai__1__1.B_1.C__1.G/rank1_score0.92.sdf,0.2303717466883959,24,global,24,24,True,
2bs3__1__1.C_1.E_1.F__1.V_1.W,5,0.74,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2bs3__1__1.C_1.E_1.F__1.V_1.W/2bs3__1__1.C_1.E_1.F__1.V_1.W_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/2bs3__1__1.C_1.E_1.F__1.V_1.W/rank5_score0.74.sdf,1.2491202792722085,43,global,43,43,True,
2bs3__1__1.C_1.E_1.F__1.V_1.W,3,0.96,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2bs3__1__1.C_1.E_1.F__1.V_1.W/2bs3__1__1.C_1.E_1.F__1.V_1.W_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/2bs3__1__1.C_1.E_1.F__1.V_1.W/rank3_score0.96.sdf,2.0057709134676918,43,global,43,43,True,
2bs3__1__1.C_1.E_1.F__1.V_1.W,9,0.26,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2bs3__1__1.C_1.E_1.F__1.V_1.W/2bs3__1__1.C_1.E_1.F__1.V_1.W_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/2bs3__1__1.C_1.E_1.F__1.V_1.W/rank9_score0.26.sdf,1.0864937723502102,43,global,43,43,True,
2bs3__1__1.C_1.E_1.F__1.V_1.W,1,0.98,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2bs3__1__1.C_1.E_1.F__1.V_1.W/2bs3__1__1.C_1.E_1.F__1.V_1.W_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/2bs3__1__1.C_1.E_1.F__1.V_1.W/rank1_score0.98.sdf,0.8429596131821289,43,global,43,43,True,
2bs3__1__1.C_1.E_1.F__1.V_1.W,4,0.81,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2bs3__1__1.C_1.E_1.F__1.V_1.W/2bs3__1__1.C_1.E_1.F__1.V_1.W_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/2bs3__1__1.C_1.E_1.F__1.V_1.W/rank4_score0.81.sdf,1.3812265269703545,43,global,43,43,True,
2bs3__1__1.C_1.E_1.F__1.V_1.W,7,0.36,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2bs3__1__1.C_1.E_1.F__1.V_1.W/2bs3__1__1.C_1.E_1.F__1.V_1.W_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/2bs3__1__1.C_1.E_1.F__1.V_1.W/rank7_score0.36.sdf,1.7519336527693599,43,global,43,43,True,
2bs3__1__1.C_1.E_1.F__1.V_1.W,6,0.38,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2bs3__1__1.C_1.E_1.F__1.V_1.W/2bs3__1__1.C_1.E_1.F__1.V_1.W_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/2bs3__1__1.C_1.E_1.F__1.V_1.W/rank6_score0.38.sdf,1.3063740040957659,43,global,43,43,True,
2bs3__1__1.C_1.E_1.F__1.V_1.W,8,0.35,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2bs3__1__1.C_1.E_1.F__1.V_1.W/2bs3__1__1.C_1.E_1.F__1.V_1.W_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/2bs3__1__1.C_1.E_1.F__1.V_1.W/rank8_score0.35.sdf,1.0485487545447847,43,global,43,43,True,
2bs3__1__1.C_1.E_1.F__1.V_1.W,2,0.97,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2bs3__1__1.C_1.E_1.F__1.V_1.W/2bs3__1__1.C_1.E_1.F__1.V_1.W_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/2bs3__1__1.C_1.E_1.F__1.V_1.W/rank2_score0.97.sdf,0.6506425020496822,43,global,43,43,True,
3w6c__1__1.A__1.E,4,0.47,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3w6c__1__1.A__1.E/3w6c__1__1.A__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3w6c__1__1.A__1.E/rank4_score0.47.sdf,2.737646110159283,29,global,29,29,True,
3w6c__1__1.A__1.E,9,0.24,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3w6c__1__1.A__1.E/3w6c__1__1.A__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3w6c__1__1.A__1.E/rank9_score0.24.sdf,0.9601764584913494,29,global,29,29,True,
3w6c__1__1.A__1.E,3,0.51,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3w6c__1__1.A__1.E/3w6c__1__1.A__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3w6c__1__1.A__1.E/rank3_score0.51.sdf,0.7933254951517559,29,global,29,29,True,
3w6c__1__1.A__1.E,7,0.35,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3w6c__1__1.A__1.E/3w6c__1__1.A__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3w6c__1__1.A__1.E/rank7_score0.35.sdf,2.9997106552178097,29,global,29,29,True,
3w6c__1__1.A__1.E,6,0.37,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3w6c__1__1.A__1.E/3w6c__1__1.A__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3w6c__1__1.A__1.E/rank6_score0.37.sdf,1.869814011632763,29,global,29,29,True,
3w6c__1__1.A__1.E,2,0.83,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3w6c__1__1.A__1.E/3w6c__1__1.A__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3w6c__1__1.A__1.E/rank2_score0.83.sdf,1.6995580489391215,29,global,29,29,True,
3w6c__1__1.A__1.E,1,0.86,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3w6c__1__1.A__1.E/3w6c__1__1.A__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3w6c__1__1.A__1.E/rank1_score0.86.sdf,2.4009355834594994,29,global,29,29,True,
3w6c__1__1.A__1.E,5,0.45,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3w6c__1__1.A__1.E/3w6c__1__1.A__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3w6c__1__1.A__1.E/rank5_score0.45.sdf,1.805171172559562,29,global,29,29,True,
3w6c__1__1.A__1.E,8,0.26,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3w6c__1__1.A__1.E/3w6c__1__1.A__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3w6c__1__1.A__1.E/rank8_score0.26.sdf,2.0608507969205574,29,global,29,29,True,
5fux__1__1.A__1.C_1.E_1.F,1,0.98,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5fux__1__1.A__1.C_1.E_1.F/5fux__1__1.A__1.C_1.E_1.F_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5fux__1__1.A__1.C_1.E_1.F/rank1_score0.98.sdf,0.7476139306941423,21,global,21,21,True,
5fux__1__1.A__1.C_1.E_1.F,9,0.2,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5fux__1__1.A__1.C_1.E_1.F/5fux__1__1.A__1.C_1.E_1.F_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5fux__1__1.A__1.C_1.E_1.F/rank9_score0.20.sdf,0.892237711843737,21,global,21,21,True,
5fux__1__1.A__1.C_1.E_1.F,4,0.31,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5fux__1__1.A__1.C_1.E_1.F/5fux__1__1.A__1.C_1.E_1.F_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5fux__1__1.A__1.C_1.E_1.F/rank4_score0.31.sdf,2.0829657054791135,21,global,21,21,True,
5fux__1__1.A__1.C_1.E_1.F,5,0.28,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5fux__1__1.A__1.C_1.E_1.F/5fux__1__1.A__1.C_1.E_1.F_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5fux__1__1.A__1.C_1.E_1.F/rank5_score0.28.sdf,1.8842449728815867,21,global,21,21,True,
5fux__1__1.A__1.C_1.E_1.F,7,0.22,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5fux__1__1.A__1.C_1.E_1.F/5fux__1__1.A__1.C_1.E_1.F_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5fux__1__1.A__1.C_1.E_1.F/rank7_score0.22.sdf,2.1250897682890666,21,global,21,21,True,
5fux__1__1.A__1.C_1.E_1.F,3,0.33,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5fux__1__1.A__1.C_1.E_1.F/5fux__1__1.A__1.C_1.E_1.F_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5fux__1__1.A__1.C_1.E_1.F/rank3_score0.33.sdf,1.788737586953083,21,global,21,21,True,
5fux__1__1.A__1.C_1.E_1.F,6,0.22,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5fux__1__1.A__1.C_1.E_1.F/5fux__1__1.A__1.C_1.E_1.F_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5fux__1__1.A__1.C_1.E_1.F/rank6_score0.22.sdf,2.1509798875773196,21,global,21,21,True,
5fux__1__1.A__1.C_1.E_1.F,8,0.2,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5fux__1__1.A__1.C_1.E_1.F/5fux__1__1.A__1.C_1.E_1.F_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5fux__1__1.A__1.C_1.E_1.F/rank8_score0.20.sdf,1.6568119313530472,21,global,21,21,True,
5fux__1__1.A__1.C_1.E_1.F,2,0.53,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/5fux__1__1.A__1.C_1.E_1.F/5fux__1__1.A__1.C_1.E_1.F_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/5fux__1__1.A__1.C_1.E_1.F/rank2_score0.53.sdf,1.436958648277282,21,global,21,21,True,
7f4c__1__1.A__1.C_1.D,8,0.14,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7f4c__1__1.A__1.C_1.D/7f4c__1__1.A__1.C_1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7f4c__1__1.A__1.C_1.D/rank8_score0.14.sdf,2.742209213880063,48,global,48,48,True,
7f4c__1__1.A__1.C_1.D,5,0.16,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7f4c__1__1.A__1.C_1.D/7f4c__1__1.A__1.C_1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7f4c__1__1.A__1.C_1.D/rank5_score0.16.sdf,2.753720008752931,48,global,48,48,True,
7f4c__1__1.A__1.C_1.D,4,0.18,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7f4c__1__1.A__1.C_1.D/7f4c__1__1.A__1.C_1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7f4c__1__1.A__1.C_1.D/rank4_score0.18.sdf,1.7829680604992797,48,global,48,48,True,
7f4c__1__1.A__1.C_1.D,3,0.2,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7f4c__1__1.A__1.C_1.D/7f4c__1__1.A__1.C_1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7f4c__1__1.A__1.C_1.D/rank3_score0.20.sdf,3.218732336539199,48,global,48,48,True,
7f4c__1__1.A__1.C_1.D,6,0.14,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7f4c__1__1.A__1.C_1.D/7f4c__1__1.A__1.C_1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7f4c__1__1.A__1.C_1.D/rank6_score0.14.sdf,3.284714085999094,48,global,48,48,True,
7f4c__1__1.A__1.C_1.D,7,0.14,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7f4c__1__1.A__1.C_1.D/7f4c__1__1.A__1.C_1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7f4c__1__1.A__1.C_1.D/rank7_score0.14.sdf,3.5681642207118185,48,global,48,48,True,
7f4c__1__1.A__1.C_1.D,2,0.22,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7f4c__1__1.A__1.C_1.D/7f4c__1__1.A__1.C_1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7f4c__1__1.A__1.C_1.D/rank2_score0.22.sdf,3.37257273790384,48,global,48,48,True,
7f4c__1__1.A__1.C_1.D,1,0.86,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7f4c__1__1.A__1.C_1.D/7f4c__1__1.A__1.C_1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7f4c__1__1.A__1.C_1.D/rank1_score0.86.sdf,1.4691719866927395,48,global,48,48,True,
7f4c__1__1.A__1.C_1.D,9,0.14,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7f4c__1__1.A__1.C_1.D/7f4c__1__1.A__1.C_1.D_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7f4c__1__1.A__1.C_1.D/rank9_score0.14.sdf,3.4759230159672048,48,global,48,48,True,
3maw__1__1.A__1.C,1,0.61,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3maw__1__1.A__1.C/3maw__1__1.A__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3maw__1__1.A__1.C/rank1_score0.61.sdf,1.8436174905940153,28,global,28,28,True,
3maw__1__1.A__1.C,4,0.47,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3maw__1__1.A__1.C/3maw__1__1.A__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3maw__1__1.A__1.C/rank4_score0.47.sdf,2.4575978258142888,28,global,28,28,True,
3maw__1__1.A__1.C,2,0.49,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3maw__1__1.A__1.C/3maw__1__1.A__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3maw__1__1.A__1.C/rank2_score0.49.sdf,1.4329688977334138,28,global,28,28,True,
3maw__1__1.A__1.C,3,0.47,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3maw__1__1.A__1.C/3maw__1__1.A__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3maw__1__1.A__1.C/rank3_score0.47.sdf,2.452872057319206,28,global,28,28,True,
3maw__1__1.A__1.C,7,0.33,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3maw__1__1.A__1.C/3maw__1__1.A__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3maw__1__1.A__1.C/rank7_score0.33.sdf,2.587638430230713,28,global,28,28,True,
3maw__1__1.A__1.C,6,0.37,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3maw__1__1.A__1.C/3maw__1__1.A__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3maw__1__1.A__1.C/rank6_score0.37.sdf,1.5133903877409982,28,global,28,28,True,
3maw__1__1.A__1.C,8,0.31,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3maw__1__1.A__1.C/3maw__1__1.A__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3maw__1__1.A__1.C/rank8_score0.31.sdf,1.78308458676155,28,global,28,28,True,
