protein,idx,rmsd
5o1j__1__1.A__1.B_1.D,0,1.98539
5o1j__1__1.A__1.B_1.D,1,1.81791
5o1j__1__1.A__1.B_1.D,2,1.942
5o1j__1__1.A__1.B_1.D,3,2.0395
5o1j__1__1.A__1.B_1.D,4,1.80068
5x72__1__1.A__1.B_1.C,0,0.527586
5x72__1__1.A__1.B_1.C,1,0.427978
5x72__1__1.A__1.B_1.C,2,0.425407
5x72__1__1.A__1.B_1.C,3,0.459304
5x72__1__1.A__1.B_1.C,4,0.472178
5xmp__1__1.A_1.B__1.G_1.H,0,39.6772
5xmp__1__1.A_1.B__1.G_1.H,1,39.8504
5xmp__1__1.A_1.B__1.G_1.H,2,39.5929
5xmp__1__1.A_1.B__1.G_1.H,3,39.9251
5xmp__1__1.A_1.B__1.G_1.H,4,39.8048
5y4z__1__1.A__1.B_1.C,0,1.09713
5y4z__1__1.A__1.B_1.C,1,0.845916
5y4z__1__1.A__1.B_1.C,2,0.822702
5y4z__1__1.A__1.B_1.C,3,0.800046
5y4z__1__1.A__1.B_1.C,4,0.768983
5yjo__1__1.A__1.E_1.F,0,16.1694
5yjo__1__1.A__1.E_1.F,1,16.8213
5yjo__1__1.A__1.E_1.F,2,10.5117
5yjo__1__1.A__1.E_1.F,3,10.3404
5yjo__1__1.A__1.E_1.F,4,10.3332
5zdq__1__2.A__2.E_2.F_2.G_2.H,0,0.612682
5zdq__1__2.A__2.E_2.F_2.G_2.H,1,0.727055
5zdq__1__2.A__2.E_2.F_2.G_2.H,2,0.606076
5zdq__1__2.A__2.E_2.F_2.G_2.H,3,0.600019
5zdq__1__2.A__2.E_2.F_2.G_2.H,4,0.617244
6a9a__1__1.A_2.A__2.C_2.D,0,43.8901
6a9a__1__1.A_2.A__2.C_2.D,1,44.193
6a9a__1__1.A_2.A__2.C_2.D,2,43.9371
6a9a__1__1.A_2.A__2.C_2.D,3,43.9328
6a9a__1__1.A_2.A__2.C_2.D,4,43.6339
6b2a__1__1.A_1.B_1.C__1.I_1.L,0,19.8482
6b2a__1__1.A_1.B_1.C__1.I_1.L,1,17.4376
6b2a__1__1.A_1.B_1.C__1.I_1.L,2,58.3771
6b2a__1__1.A_1.B_1.C__1.I_1.L,3,18.5872
6b2a__1__1.A_1.B_1.C__1.I_1.L,4,14.687
6b63__1__1.A_1.B__1.D_1.E_1.F_1.I_1.L,0,3.81016
6b63__1__1.A_1.B__1.D_1.E_1.F_1.I_1.L,1,3.09571
6b63__1__1.A_1.B__1.D_1.E_1.F_1.I_1.L,2,21.8292
6b63__1__1.A_1.B__1.D_1.E_1.F_1.I_1.L,3,5.2819
6b63__1__1.A_1.B__1.D_1.E_1.F_1.I_1.L,4,20.5588
6btn__1__1.A__1.C_1.D_1.F,0,1.12953
6btn__1__1.A__1.C_1.D_1.F,1,1.33558
6btn__1__1.A__1.C_1.D_1.F,2,0.982947
6btn__1__1.A__1.C_1.D_1.F,3,2.81667
6btn__1__1.A__1.C_1.D_1.F,4,0.785328
6e6i__1__1.F_1.G_2.G__2.V_2.W,0,32.32
6e6i__1__1.F_1.G_2.G__2.V_2.W,1,32.3795
6e6i__1__1.F_1.G_2.G__2.V_2.W,2,32.278
6e6i__1__1.F_1.G_2.G__2.V_2.W,3,32.3383
6e6i__1__1.F_1.G_2.G__2.V_2.W,4,32.3397
6fl8__1__1.A__1.C_1.D_1.E_1.G,0,0.3445
6fl8__1__1.A__1.C_1.D_1.E_1.G,1,0.352654
6fl8__1__1.A__1.C_1.D_1.E_1.G,2,0.225996
6fl8__1__1.A__1.C_1.D_1.E_1.G,3,0.353478
6fl8__1__1.A__1.C_1.D_1.E_1.G,4,0.31486
6hbz__1__1.A_1.B__1.C_1.D,0,3.07947
6hbz__1__1.A_1.B__1.C_1.D,1,3.15838
6hbz__1__1.A_1.B__1.C_1.D,2,2.95949
6hbz__1__1.A_1.B__1.C_1.D,3,2.90273
6hbz__1__1.A_1.B__1.C_1.D,4,2.95002
6hph__1__1.A__1.B_1.C,0,0.508966
6hph__1__1.A__1.B_1.C,1,0.838386
6hph__1__1.A__1.B_1.C,2,0.586037
6hph__1__1.A__1.B_1.C,3,0.791131
6hph__1__1.A__1.B_1.C,4,0.524913
6hso__1__1.A_2.A__1.L_1.M_1.N,0,0.97229
6hso__1__1.A_2.A__1.L_1.M_1.N,1,0.880695
6hso__1__1.A_2.A__1.L_1.M_1.N,2,1.08199
6hso__1__1.A_2.A__1.L_1.M_1.N,3,1.13469
6hso__1__1.A_2.A__1.L_1.M_1.N,4,1.15975
6hvh__1__1.A__1.B_1.C,0,0.598348
6hvh__1__1.A__1.B_1.C,1,0.662294
6hvh__1__1.A__1.B_1.C,2,0.551561
6hvh__1__1.A__1.B_1.C,3,0.537851
6hvh__1__1.A__1.B_1.C,4,0.500339
6i35__2__1.C__1.N_1.P,0,0.890298
6i35__2__1.C__1.N_1.P,1,0.744925
6i35__2__1.C__1.N_1.P,2,0.873067
6i35__2__1.C__1.N_1.P,3,0.700122
6i35__2__1.C__1.N_1.P,4,0.794637
6jd5__2__1.B__1.E_1.F,0,0.408878
6jd5__2__1.B__1.E_1.F,1,0.400231
6jd5__2__1.B__1.E_1.F,2,0.323185
6jd5__2__1.B__1.E_1.F,3,0.292821
6jd5__2__1.B__1.E_1.F,4,0.319455
6kal__1__1.A__1.G_1.H,0,1.33063
6kal__1__1.A__1.G_1.H,1,1.25267
6kal__1__1.A__1.G_1.H,2,1.18084
6kal__1__1.A__1.G_1.H,3,1.03883
6kal__1__1.A__1.G_1.H,4,0.996536
6m3z__1__1.A_1.B_1.C__1.E_1.L,0,53.9817
6m3z__1__1.A_1.B_1.C__1.E_1.L,1,36.898
6m3z__1__1.A_1.B_1.C__1.E_1.L,2,42.4924
6m3z__1__1.A_1.B_1.C__1.E_1.L,3,35.3179
6m3z__1__1.A_1.B_1.C__1.E_1.L,4,47.4889
6mx3__1__1.A_1.B__1.C_1.D,0,10.6898
6mx3__1__1.A_1.B__1.C_1.D,1,10.6279
6mx3__1__1.A_1.B__1.C_1.D,2,10.7972
6mx3__1__1.A_1.B__1.C_1.D,3,10.8037
6mx3__1__1.A_1.B__1.C_1.D,4,10.9602
6pia__1__1.A_1.B__1.J_1.L_1.Q,0,27.7665
6pia__1__1.A_1.B__1.J_1.L_1.Q,1,27.8471
6pia__1__1.A_1.B__1.J_1.L_1.Q,2,27.6536
6pia__1__1.A_1.B__1.J_1.L_1.Q,3,27.818
6pia__1__1.A_1.B__1.J_1.L_1.Q,4,27.6657
6r4g__1__1.B__1.F_1.G,0,0.471676
6r4g__1__1.B__1.F_1.G,1,0.533925
6r4g__1__1.B__1.F_1.G,2,0.469372
6r4g__1__1.B__1.F_1.G,3,0.538079
6r4g__1__1.B__1.F_1.G,4,0.633781
6r4j__1__1.B__1.G_1.H,0,1.43312
6r4j__1__1.B__1.G_1.H,1,1.18515
6r4j__1__1.B__1.G_1.H,2,1.32951
6r4j__1__1.B__1.G_1.H,3,1.13743
6r4j__1__1.B__1.G_1.H,4,1.23725
6r58__2__1.B__1.F_1.J,0,4.83201
6r58__2__1.B__1.F_1.J,1,4.42051
6r58__2__1.B__1.F_1.J,2,4.47748
6r58__2__1.B__1.F_1.J,3,4.81805
6r58__2__1.B__1.F_1.J,4,4.87514
6t7g__2__1.B__1.L_1.M,0,0.602673
6t7g__2__1.B__1.L_1.M,1,0.65983
6t7g__2__1.B__1.L_1.M,2,0.69731
6t7g__2__1.B__1.L_1.M,3,0.619614
6t7g__2__1.B__1.L_1.M,4,0.764018
6tez__1__1.A__1.C_1.I,0,3.79367
6tez__1__1.A__1.C_1.I,1,3.73262
6tez__1__1.A__1.C_1.I,2,3.60663
6tez__1__1.A__1.C_1.I,3,3.62067
6tez__1__1.A__1.C_1.I,4,3.32914
6wk9__2__1.E_1.F_1.G__1.Q_1.R_1.U_1.V,0,19.2072
6wk9__2__1.E_1.F_1.G__1.Q_1.R_1.U_1.V,1,19.0458
6wk9__2__1.E_1.F_1.G__1.Q_1.R_1.U_1.V,2,34.0803
6wk9__2__1.E_1.F_1.G__1.Q_1.R_1.U_1.V,3,24.8032
6wk9__2__1.E_1.F_1.G__1.Q_1.R_1.U_1.V,4,35.2401
6xug__1__1.B__1.H_1.I_1.K_1.L,0,1.17479
6xug__1__1.B__1.H_1.I_1.K_1.L,1,1.31422
6xug__1__1.B__1.H_1.I_1.K_1.L,2,23.3543
6xug__1__1.B__1.H_1.I_1.K_1.L,3,23.2159
6xug__1__1.B__1.H_1.I_1.K_1.L,4,23.5115
6xuq__1__2.A__2.B_2.C_2.E,0,0.369135
6xuq__1__2.A__2.B_2.C_2.E,1,1.50532
6xuq__1__2.A__2.B_2.C_2.E,2,1.30967
6xuq__1__2.A__2.B_2.C_2.E,3,2.62515
6xuq__1__2.A__2.B_2.C_2.E,4,22.1022
6z3v__1__1.A_1.B__1.D_1.I,0,12.2434
6z3v__1__1.A_1.B__1.D_1.I,1,8.48327
6z3v__1__1.A_1.B__1.D_1.I,2,9.42912
6z3v__1__1.A_1.B__1.D_1.I,3,8.93668
6z3v__1__1.A_1.B__1.D_1.I,4,9.73864
6z4o__1__1.A_1.B__1.D_1.H,0,6.36985
6z4o__1__1.A_1.B__1.D_1.H,1,7.84004
6z4o__1__1.A_1.B__1.D_1.H,2,6.55455
6z4o__1__1.A_1.B__1.D_1.H,3,7.14773
6z4o__1__1.A_1.B__1.D_1.H,4,7.93461
6zbn__1__1.A__1.G_1.H,0,4.0286
6zbn__1__1.A__1.G_1.H,1,1.60879
6zbn__1__1.A__1.G_1.H,2,4.84536
6zbn__1__1.A__1.G_1.H,3,3.41714
6zbn__1__1.A__1.G_1.H,4,0.527903
7a0c__2__1.B__1.T_1.U,0,1.58583
7a0c__2__1.B__1.T_1.U,1,1.37119
7a0c__2__1.B__1.T_1.U,2,0.958572
7a0c__2__1.B__1.T_1.U,3,0.806739
7a0c__2__1.B__1.T_1.U,4,1.36624
7bhx__1__1.A_2.A__1.C_2.C,0,12.3996
7bhx__1__1.A_2.A__1.C_2.C,1,12.3686
7bhx__1__1.A_2.A__1.C_2.C,2,12.4395
7bhx__1__1.A_2.A__1.C_2.C,3,12.3567
7bhx__1__1.A_2.A__1.C_2.C,4,12.358
7coz__1__1.A__1.D_1.F_1.G,0,4.13094
7coz__1__1.A__1.D_1.F_1.G,1,3.90352
7coz__1__1.A__1.D_1.F_1.G,2,3.43762
7coz__1__1.A__1.D_1.F_1.G,3,2.11794
7coz__1__1.A__1.D_1.F_1.G,4,4.03983
7cta__1__2.B__2.E_2.F,0,0.549281
7cta__1__2.B__2.E_2.F,1,0.583252
7cta__1__2.B__2.E_2.F,2,0.516311
7cta__1__2.B__2.E_2.F,3,0.570972
7cta__1__2.B__2.E_2.F,4,0.527371
7erb__2__1.C__1.L_1.M,0,0.53911
7erb__2__1.C__1.L_1.M,1,0.544508
7erb__2__1.C__1.L_1.M,2,0.541538
7erb__2__1.C__1.L_1.M,3,0.54265
7erb__2__1.C__1.L_1.M,4,0.53301
7ere__1__1.A_1.B__1.G_1.I,0,29.6952
7ere__1__1.A_1.B__1.G_1.I,1,29.6831
7ere__1__1.A_1.B__1.G_1.I,2,29.7026
7ere__1__1.A_1.B__1.G_1.I,3,29.6946
7ere__1__1.A_1.B__1.G_1.I,4,29.7629
7f4c__1__1.A__1.C_1.D,0,0.288811
7f4c__1__1.A__1.C_1.D,1,0.311628
7f4c__1__1.A__1.C_1.D,2,0.310707
7f4c__1__1.A__1.C_1.D,3,0.375829
7f4c__1__1.A__1.C_1.D,4,0.35793
7k4g__1__1.A__1.G_1.H_1.I,0,0.190034
7k4g__1__1.A__1.G_1.H_1.I,1,0.261077
7k4g__1__1.A__1.G_1.H_1.I,2,0.203647
7k4g__1__1.A__1.G_1.H_1.I,3,0.290463
7k4g__1__1.A__1.G_1.H_1.I,4,0.207326
7k4h__1__1.A__1.G_1.H_1.I,0,0.258423
7k4h__1__1.A__1.G_1.H_1.I,1,0.280043
7k4h__1__1.A__1.G_1.H_1.I,2,0.224619
7k4h__1__1.A__1.G_1.H_1.I,3,0.204444
7k4h__1__1.A__1.G_1.H_1.I,4,0.246251
7k4i__1__1.B__1.J_1.K_1.L,0,0.252799
7k4i__1__1.B__1.J_1.K_1.L,1,0.344763
7k4i__1__1.B__1.J_1.K_1.L,2,0.29219
7k4i__1__1.B__1.J_1.K_1.L,3,0.2729
7k4i__1__1.B__1.J_1.K_1.L,4,0.283089
7n8l__2__1.B__1.J_1.M,0,0.47587
7n8l__2__1.B__1.J_1.M,1,0.656347
7n8l__2__1.B__1.J_1.M,2,0.488084
7n8l__2__1.B__1.J_1.M,3,0.621508
7n8l__2__1.B__1.J_1.M,4,0.4511
7pwy__1__1.A_1.B__1.I_1.J,0,35.1218
7pwy__1__1.A_1.B__1.I_1.J,1,35.1396
7pwy__1__1.A_1.B__1.I_1.J,2,35.1119
7pwy__1__1.A_1.B__1.I_1.J,3,34.9797
7pwy__1__1.A_1.B__1.I_1.J,4,35.142
7ssi__2__1.E__1.N_1.O,0,20.4976
7ssi__2__1.E__1.N_1.O,1,19.9675
7ssi__2__1.E__1.N_1.O,2,24.7478
7ssi__2__1.E__1.N_1.O,3,19.8603
7ssi__2__1.E__1.N_1.O,4,19.232
7u0r__1__1.B__1.I_1.J_1.K_1.L,0,0.653553
7u0r__1__1.B__1.I_1.J_1.K_1.L,1,0.790473
7u0r__1__1.B__1.I_1.J_1.K_1.L,2,0.867354
7u0r__1__1.B__1.I_1.J_1.K_1.L,3,0.685632
7u0r__1__1.B__1.I_1.J_1.K_1.L,4,0.737865
7u8y__1__1.B__1.G_1.H_1.I_1.J,0,1.37686
7u8y__1__1.B__1.G_1.H_1.I_1.J,1,7.26632
7u8y__1__1.B__1.G_1.H_1.I_1.J,2,7.62704
7u8y__1__1.B__1.G_1.H_1.I_1.J,3,0.823446
7u8y__1__1.B__1.G_1.H_1.I_1.J,4,7.57827
7uxs__1__1.A_1.B__1.C_1.F,0,18.6715
7uxs__1__1.A_1.B__1.C_1.F,1,18.6523
7uxs__1__1.A_1.B__1.C_1.F,2,18.6134
7uxs__1__1.A_1.B__1.C_1.F,3,18.574
7uxs__1__1.A_1.B__1.C_1.F,4,18.6457
7vzn__1__1.A_1.B__1.S_1.T_1.U,0,20.101
7vzn__1__1.A_1.B__1.S_1.T_1.U,1,20.2478
7vzn__1__1.A_1.B__1.S_1.T_1.U,2,20.2466
7vzn__1__1.A_1.B__1.S_1.T_1.U,3,20.3056
7vzn__1__1.A_1.B__1.S_1.T_1.U,4,20.0946
8ak6__2__1.B__1.P_1.Q,0,5.17356
8ak6__2__1.B__1.P_1.Q,1,5.1832
8ak6__2__1.B__1.P_1.Q,2,5.38313
8ak6__2__1.B__1.P_1.Q,3,4.88138
8ak6__2__1.B__1.P_1.Q,4,5.00594
8e1v__1__1.A__1.C_1.D,0,0.308969
8e1v__1__1.A__1.C_1.D,1,0.535122
8e1v__1__1.A__1.C_1.D,2,0.369969
8e1v__1__1.A__1.C_1.D,3,0.370246
8e1v__1__1.A__1.C_1.D,4,0.52893
8fg8__2__1.B__1.GA_1.Q_1.R,0,8.04014
8fg8__2__1.B__1.GA_1.Q_1.R,1,10.1145
8fg8__2__1.B__1.GA_1.Q_1.R,2,7.99481
8fg8__2__1.B__1.GA_1.Q_1.R,3,8.01859
8fg8__2__1.B__1.GA_1.Q_1.R,4,8.20717
8odp__1__1.A_1.B__1.I_1.J_1.K_1.L,0,20.5654
8odp__1__1.A_1.B__1.I_1.J_1.K_1.L,1,23.7706
8odp__1__1.A_1.B__1.I_1.J_1.K_1.L,2,32.5133
8odp__1__1.A_1.B__1.I_1.J_1.K_1.L,3,32.5466
8odp__1__1.A_1.B__1.I_1.J_1.K_1.L,4,32.6071
8t5k__1__1.A_2.A__1.B_2.B,0,6.73381
8t5k__1__1.A_2.A__1.B_2.B,1,5.8616
8t5k__1__1.A_2.A__1.B_2.B,2,6.01416
8t5k__1__1.A_2.A__1.B_2.B,3,6.02549
8t5k__1__1.A_2.A__1.B_2.B,4,6.30405
