rmsd_≤_2å,mol_pred_loaded,mol_true_loaded,mol_cond_loaded,sanitization,molecular_formula,molecular_bonds,tetrahedral_chirality,double_bond_stereochemistry,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,double_bond_flatness,internal_energy,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,rmsd,pb_valid,method,post-processing,dataset,docked_ligand_successfully_loaded,method_category,method_assignment_index,rmsd_within_threshold,rmsd_within_threshold_and_pb_valid,RMSD ≤ 2 Å & PB-Valid,RMSD ≤ 2 Å
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,3.5418309272384607,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.190111901250372,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.065673000186371,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,12.364078927508196,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,1.0444238140397475,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,7.714282998294642,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,8.265414367957307,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,8.935616977668639,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.048373338659203,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.8409654151628354,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,7.427940219154522,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.7280617655004742,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.983329863472999,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.4342261036777249,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,4.173703469963479,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.778391873570795,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.2256483460527408,True,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,True,1,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,30.42728934755773,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,1.7621162993138932,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,7.687940892951035,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,38.77635861583785,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,16.636681180932694,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.21952737874753,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,2.646674168741568,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.6276043286515194,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,3.820152154318314,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,5.627092831795745,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.719580158083072,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,6.390873097925905,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.732473122969599,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,5.236157959324757,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2.6926500221463443,True,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,32.59544563777561,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,3.7119445305362215,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,2.1240552834710726,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,37.87360435027606,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,33.08423663343973,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,2.691451799783076,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,3.3825406703192256,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.668190143282936,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,21.9877419916055,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.4572780937158984,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5.207203010759534,True,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,41.00784132936528,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.603556239309994,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,5.386320469594848,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3.4783115986783004,True,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.614695911541735,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,3.1566045328274286,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,20.669500374525263,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,11.678892538571452,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.2942030831305475,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,1.6113049350604003,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,5.980811621211712,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,12.595953101205868,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,8.34228358412731,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.957125526061603,True,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,True,1,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,6.741212638643864,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,6.796911092139167,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,7.678473909443203,True,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,5.006248850741995,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,45.72798714135578,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,7.870296886712724,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,6.680683434799168,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,14.21788684896599,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,3.177278730583481,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,5.251224519629263,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,27.44793014655204,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,10.025345078500736,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,6.456798418495294,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,2.3499375833318537,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,18.91903529401793,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,15.519059891204751,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.0044522424641713,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,28.34825972503035,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,68.47440107734377,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,56.14591159057163,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.73391123799634,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,9.26068906836851,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,9.963254624385211,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,32.497551510344586,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.0121811238981675,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,9.650769545712116,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,39.566194090398575,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,13.39952221066414,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,8.572478610676145,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,23.965920352644204,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.804838073823132,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,8.905484871836007,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,42.46508987385664,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,15.949273745377877,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,6.13408287618813,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,41.141179496296296,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,14.81697013391779,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,68.096849416089,True,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,30.993034138100366,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,11.964303263568969,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,6.832073151945126,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3.0078809197079024,True,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,47.57280476776215,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,29.315201029129256,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.9041327339500165,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,7.613493664898826,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.4063218404252789,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,25.758107911244828,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,9.475898206678528,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.8981667479610103,True,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,True,1,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,10.561331758353203,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,11.294143739326651,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,46.52499773842667,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.73402821175867,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,8.338040099336782,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,9.823427995415404,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.300304389436864,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,34.32845416757067,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.688622953649115,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,1.1153345148429683,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,2.2542196990898438,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.8452880163420206,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,6.330555287782159,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,2.267441258335043,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,27.87422668942285,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,12.868543719681616,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,7.656316071279537,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,12.8448034710063,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3.75214944759445,True,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,44.09974026411509,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,3.4694146209562886,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,33.75960783083064,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,28.961224098261624,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.177296451693764,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,23.824407406417404,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.6287851119420689,True,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,True,1,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,4.034654717816632,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,0.7676496317365519,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,14.260640316535094,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,32.98569658119184,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,1.4117720572032864,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,1.0743537564931345,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,47.84687123134644,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,40.72499028602655,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.873519941626234,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,32.806944387637635,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,4.738170958675548,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,0.9613886464616976,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,True,False,0,1
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,20.631426870086184,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,14.48245581111536,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,6.726703567196751,False,DynamicBind,none,Posebusters Benchmark set,True,DL-based blind,2,False,False,0,0
