rmsd,score,method,protein,rank
2.0802819494202107,0.74,gnina,4rvh__1__1.A__1.D,3
2.027275224551749,0.57,gnina,4rvh__1__1.A__1.D,4
1.746454430986451,0.4,gnina,4rvh__1__1.A__1.D,5
0.25905537384979205,0.99,gnina,3ltp__1__1.A_1.B__1.D,1
0.808617904456595,0.97,gnina,3ltp__1__1.A_1.B__1.D,2
1.7551423607365293,0.92,gnina,3ltp__1__1.A_1.B__1.D,3
1.7450603301087835,0.3,gnina,3ltp__1__1.A_1.B__1.D,4
1.3322325142452995,0.24,gnina,3ltp__1__1.A_1.B__1.D,5
0.19736193612847258,0.94,gnina,3bf3__1__1.A_1.B__1.H,1
1.4407375793444508,0.92,gnina,3bf3__1__1.A_1.B__1.H,2
1.545407746018564,0.92,gnina,3bf3__1__1.A_1.B__1.H,3
1.2913010615919451,0.76,gnina,3bf3__1__1.A_1.B__1.H,4
0.9675669596987125,0.74,gnina,3bf3__1__1.A_1.B__1.H,5
0.7580180163095062,0.97,gnina,6x6v__3__1.C__1.G,1
1.4902948343444797,0.91,gnina,6x6v__3__1.C__1.G,2
2.4890804961900117,0.86,gnina,6x6v__3__1.C__1.G,3
1.6030967669953953,0.83,gnina,6x6v__3__1.C__1.G,4
1.6777510103910884,0.82,gnina,6x6v__3__1.C__1.G,5
0.2693371995929235,0.99,gnina,3nqg__1__1.A_1.B__1.E,1
1.7286878942699087,0.94,gnina,3nqg__1__1.A_1.B__1.E,2
1.824082522673967,0.85,gnina,3nqg__1__1.A_1.B__1.E,3
2.221142563815223,0.18,gnina,3nqg__1__1.A_1.B__1.E,4
1.7811756076013432,0.14,gnina,3nqg__1__1.A_1.B__1.E,5
2.716592244335929,0.75,gnina,6l3r__1__1.A__1.E,1
0.7980109634440705,0.58,gnina,6l3r__1__1.A__1.E,2
1.9616023760864827,0.52,gnina,6l3r__1__1.A__1.E,3
1.9628484442360556,0.45,gnina,6l3r__1__1.A__1.E,4
3.0091431770328465,0.43,gnina,6l3r__1__1.A__1.E,5
0.23566905433910537,0.97,gnina,3sj3__1__1.A_1.B__1.C,1
1.7016751545785747,0.89,gnina,3sj3__1__1.A_1.B__1.C,2
0.8600206236762981,0.21,gnina,3sj3__1__1.A_1.B__1.C,3
0.6866889228637916,0.16,gnina,3sj3__1__1.A_1.B__1.C,4
1.7776788647305555,0.15,gnina,3sj3__1__1.A_1.B__1.C,5
0.4418922414284791,0.98,gnina,2o7i__1__1.A__1.B,1
0.4858669792956513,0.93,gnina,2o7i__1__1.A__1.B,2
0.4721969272513804,0.89,gnina,2o7i__1__1.A__1.B,3
0.7878060183601077,0.85,gnina,2o7i__1__1.A__1.B,4
2.6477687430248307,0.77,gnina,2o7i__1__1.A__1.B,5
0.22883638360259617,0.98,gnina,4cix__1__8.A_9.A__8.B,1
0.39268358614997656,0.89,gnina,4cix__1__8.A_9.A__8.B,2
1.4156989367520354,0.85,gnina,4cix__1__8.A_9.A__8.B,3
1.6004815656046616,0.73,gnina,4cix__1__8.A_9.A__8.B,4
0.5824370204765204,0.71,gnina,4cix__1__8.A_9.A__8.B,5
1.1262189479714027,0.64,gnina,6lil__1__1.B__1.K,1
0.097073980788312,0.62,gnina,6lil__1__1.B__1.K,2
1.236285344950285,0.59,gnina,6lil__1__1.B__1.K,3
0.5223156351619695,0.53,gnina,6lil__1__1.B__1.K,4
0.4323685554166293,0.53,gnina,6lil__1__1.B__1.K,5
0.43433727859328086,0.98,gnina,2ica__1__1.A__1.B,1
0.4061504430359461,0.98,gnina,2ica__1__1.A__1.B,2
1.1347372976407666,0.96,gnina,2ica__1__1.A__1.B,3
0.9204364410362769,0.94,gnina,2ica__1__1.A__1.B,4
1.422661300584108,0.6,gnina,2ica__1__1.A__1.B,5
0.28190022793877506,0.95,gnina,5xjd__1__1.A_1.B__1.C,1
0.17952318408269988,0.95,gnina,5xjd__1__1.A_1.B__1.C,2
0.28008305188325294,0.95,gnina,5xjd__1__1.A_1.B__1.C,3
0.263608481557513,0.95,gnina,5xjd__1__1.A_1.B__1.C,4
0.43312241665419676,0.94,gnina,5xjd__1__1.A_1.B__1.C,5
0.5834266734590894,0.95,gnina,6hbz__1__1.A_1.B__1.C_1.D,1
0.2849103128470139,0.94,gnina,6hbz__1__1.A_1.B__1.C_1.D,2
0.1320995771118941,0.92,gnina,6hbz__1__1.A_1.B__1.C_1.D,3
1.202892108677251,0.9,gnina,6hbz__1__1.A_1.B__1.C_1.D,4
0.40672362038900833,0.88,gnina,6hbz__1__1.A_1.B__1.C_1.D,5
0.9554487437455167,0.97,gnina,4agi__1__1.C__1.W,1
0.4592296840245399,0.62,gnina,4agi__1__1.C__1.W,2
0.06987779610832795,0.61,gnina,4agi__1__1.C__1.W,3
0.4791394247736159,0.56,gnina,4agi__1__1.C__1.W,4
0.5015013487511786,0.52,gnina,4agi__1__1.C__1.W,5
1.0883666992617425,0.97,gnina,4cyi__2__1.C__1.M_1.N,1
0.9312529727552987,0.95,gnina,4cyi__2__1.C__1.M_1.N,2
1.698267632804107,0.94,gnina,4cyi__2__1.C__1.M_1.N,3
1.194030631529358,0.8,gnina,4cyi__2__1.C__1.M_1.N,4
1.4035692738424916,0.79,gnina,4cyi__2__1.C__1.M_1.N,5
0.13091509559749206,1.0,gnina,1o94__1__1.C__1.M,1
1.8515435385877315,0.98,gnina,1o94__1__1.C__1.M,2
1.8504984125305248,0.68,gnina,1o94__1__1.C__1.M,3
2.017939827907013,0.23,gnina,1o94__1__1.C__1.M,4
1.7774564809481335,0.22,gnina,1o94__1__1.C__1.M,5
0.26008336954326133,0.98,gnina,4u2y__1__1.B__1.D,1
1.8496385871562055,0.97,gnina,4u2y__1__1.B__1.D,2
0.535027537533022,0.95,gnina,4u2y__1__1.B__1.D,3
0.9598534924418312,0.9,gnina,4u2y__1__1.B__1.D,4
2.273324967113624,0.86,gnina,4u2y__1__1.B__1.D,5
0.28602419959690484,1.0,gnina,1l4y__1__1.A__1.B_1.H,1
1.2324896677365829,0.83,gnina,1l4y__1__1.A__1.B_1.H,2
1.3947521042362498,0.83,gnina,1l4y__1__1.A__1.B_1.H,3
1.2939297425016332,0.74,gnina,1l4y__1__1.A__1.B_1.H,4
1.877932712708444,0.7,gnina,1l4y__1__1.A__1.B_1.H,5
1.355503164433896,0.93,gnina,6e07__4__1.F__1.QA,1
1.9597204645175588,0.9,gnina,6e07__4__1.F__1.QA,2
1.8699188721435112,0.86,gnina,6e07__4__1.F__1.QA,3
2.6080498412433126,0.64,gnina,6e07__4__1.F__1.QA,4
3.9998296344274387,0.61,gnina,6e07__4__1.F__1.QA,5
0.25002386571262913,0.99,gnina,5l6v__4__1.N_1.P__1.OA,1
1.152877605915764,0.95,gnina,5l6v__4__1.N_1.P__1.OA,2
0.8761120736093327,0.93,gnina,5l6v__4__1.N_1.P__1.OA,3
1.193405899657959,0.87,gnina,5l6v__4__1.N_1.P__1.OA,4
1.649608678549811,0.85,gnina,5l6v__4__1.N_1.P__1.OA,5
1.2831618975851868,0.7,gnina,1v3e__1__1.B__1.I,1
0.6063734056213468,0.65,gnina,1v3e__1__1.B__1.I,2
0.22063975806380662,0.62,gnina,1v3e__1__1.B__1.I,3
0.38263181420894576,0.58,gnina,1v3e__1__1.B__1.I,4
1.1323494168894865,0.58,gnina,1v3e__1__1.B__1.I,5
1.019203459168232,0.97,gnina,7rtc__2__1.B__1.E,1
2.049262414325319,0.94,gnina,7rtc__2__1.B__1.E,2
0.4830562580844917,0.93,gnina,7rtc__2__1.B__1.E,3
2.4149468382553008,0.91,gnina,7rtc__2__1.B__1.E,4
2.51221965547092,0.91,gnina,7rtc__2__1.B__1.E,5
0.5944040798704763,0.96,gnina,1l2a__1__1.A__1.G,1
0.9856517599079849,0.89,gnina,1l2a__1__1.A__1.G,2
2.310105920539726,0.84,gnina,1l2a__1__1.A__1.G,3
1.942152033601937,0.84,gnina,1l2a__1__1.A__1.G,4
1.3624538223859333,0.84,gnina,1l2a__1__1.A__1.G,5
0.28481228516451973,0.99,gnina,3wjw__1__1.A_2.A__2.B,1
0.7335718512257353,0.96,gnina,3wjw__1__1.A_2.A__2.B,2
1.801800344207838,0.45,gnina,3wjw__1__1.A_2.A__2.B,3
1.413598148464932,0.28,gnina,3wjw__1__1.A_2.A__2.B,4
0.6082431690340901,0.24,gnina,3wjw__1__1.A_2.A__2.B,5
1.1250405862093895,0.97,gnina,8qv7__1__1.A__1.E,1
1.753032264117896,0.93,gnina,8qv7__1__1.A__1.E,2
1.377169602371382,0.91,gnina,8qv7__1__1.A__1.E,3
1.3948905283371025,0.87,gnina,8qv7__1__1.A__1.E,4
0.6599069644447869,0.84,gnina,8qv7__1__1.A__1.E,5
1.2789740325762495,0.94,gnina,4mpe__1__1.A__1.B,1
1.4085569596285952,0.91,gnina,4mpe__1__1.A__1.B,2
0.4608225934473436,0.9,gnina,4mpe__1__1.A__1.B,3
0.10647304067372163,0.89,gnina,4mpe__1__1.A__1.B,4
1.9745996681133169,0.88,gnina,4mpe__1__1.A__1.B,5
1.2683246497587393,0.67,gnina,4c7w__1__1.A__1.M_1.N,1
1.0748002441148412,0.43,gnina,4c7w__1__1.A__1.M_1.N,2
1.2731672535509055,0.42,gnina,4c7w__1__1.A__1.M_1.N,3
0.5160121571029481,0.41,gnina,4c7w__1__1.A__1.M_1.N,4
0.6886485000200155,0.4,gnina,4c7w__1__1.A__1.M_1.N,5
0.36812325140288976,0.77,gnina,5la4__1__1.A__1.E,1
0.4292321304351918,0.67,gnina,5la4__1__1.A__1.E,2
0.25277127624478024,0.67,gnina,5la4__1__1.A__1.E,3
1.1230529319423026,0.66,gnina,5la4__1__1.A__1.E,4
0.3220940852887253,0.65,gnina,5la4__1__1.A__1.E,5
0.2870741659956521,0.99,gnina,3qms__1__1.A_1.B__1.C,1
1.7088707847460256,0.9,gnina,3qms__1__1.A_1.B__1.C,2
0.7371467409646486,0.75,gnina,3qms__1__1.A_1.B__1.C,3
1.4224624806867898,0.25,gnina,3qms__1__1.A_1.B__1.C,4
0.8278295418831766,0.24,gnina,3qms__1__1.A_1.B__1.C,5
0.5423877276849993,0.99,gnina,5uy8__1__1.A_1.B__1.G,1
1.4933996896248396,0.76,gnina,5uy8__1__1.A_1.B__1.G,2
1.4940663590029208,0.44,gnina,5uy8__1__1.A_1.B__1.G,3
1.6742721658973223,0.2,gnina,5uy8__1__1.A_1.B__1.G,4
1.2023135946654258,0.13,gnina,5uy8__1__1.A_1.B__1.G,5
0.5835020175996664,0.92,gnina,8r3d__1__1.B_1.E__1.J,1
1.1017171879296623,0.72,gnina,8r3d__1__1.B_1.E__1.J,2
0.49590954758648104,0.68,gnina,8r3d__1__1.B_1.E__1.J,3
0.20368257322355987,0.67,gnina,8r3d__1__1.B_1.E__1.J,4
0.7733580542051478,0.64,gnina,8r3d__1__1.B_1.E__1.J,5
0.09057675319113,0.98,gnina,2yc5__1__1.A__1.B,1
0.40503403542731925,0.77,gnina,2yc5__1__1.A__1.B,2
1.4109722072092088,0.64,gnina,2yc5__1__1.A__1.B,3
0.7257151544554298,0.61,gnina,2yc5__1__1.A__1.B,4
1.5625223122715897,0.51,gnina,2yc5__1__1.A__1.B,5
1.416859193187055,0.95,gnina,3jvv__1__2.B__2.G_2.H,1
1.6605898985320606,0.94,gnina,3jvv__1__2.B__2.G_2.H,2
1.5719884086225546,0.79,gnina,3jvv__1__2.B__2.G_2.H,3
2.2042487343773276,0.75,gnina,3jvv__1__2.B__2.G_2.H,4
2.085628066961988,0.71,gnina,3jvv__1__2.B__2.G_2.H,5
0.22577353356422422,0.61,gnina,2qts__1__1.A__1.J,1
0.8098533373000952,0.54,gnina,2qts__1__1.A__1.J,2
1.2056302570815327,0.54,gnina,2qts__1__1.A__1.J,3
0.6201484189976088,0.53,gnina,2qts__1__1.A__1.J,4
0.6007633404413286,0.51,gnina,2qts__1__1.A__1.J,5
0.46952171343728566,0.99,gnina,8gm5__1__1.A__1.D,1
0.7214042250234669,0.97,gnina,8gm5__1__1.A__1.D,2
0.7060531963273836,0.93,gnina,8gm5__1__1.A__1.D,3
0.5501036994192149,0.82,gnina,8gm5__1__1.A__1.D,4
0.5971041955035453,0.77,gnina,8gm5__1__1.A__1.D,5
0.4801598667845671,0.84,gnina,1s2g__1__1.A_2.C__1.D,1
0.7153341247489754,0.38,gnina,1s2g__1__1.A_2.C__1.D,2
1.010025611583381,0.32,gnina,1s2g__1__1.A_2.C__1.D,3
0.3280209611501625,0.31,gnina,1s2g__1__1.A_2.C__1.D,4
0.3885226549158709,0.29,gnina,1s2g__1__1.A_2.C__1.D,5
1.522239615585178,0.59,gnina,1nme__2__3.A_4.A_4.B__4.C_4.D,1
1.2260942884108936,0.57,gnina,1nme__2__3.A_4.A_4.B__4.C_4.D,2
1.0382632356574193,0.49,gnina,1nme__2__3.A_4.A_4.B__4.C_4.D,3
1.1854530188838992,0.44,gnina,1nme__2__3.A_4.A_4.B__4.C_4.D,4
1.6594755267226025,0.43,gnina,1nme__2__3.A_4.A_4.B__4.C_4.D,5
0.3867751662411288,0.95,gnina,4fx8__1__1.A_1.B__1.C,1
1.7128837072315195,0.92,gnina,4fx8__1__1.A_1.B__1.C,2
0.7824298891026852,0.79,gnina,4fx8__1__1.A_1.B__1.C,3
1.573909984472198,0.28,gnina,4fx8__1__1.A_1.B__1.C,4
0.9089757494545327,0.27,gnina,4fx8__1__1.A_1.B__1.C,5
2.894988597631261,0.9,gnina,3plf__2__1.D__1.C,1
3.397154432098845,0.88,gnina,3plf__2__1.D__1.C,2
1.0976707756999924,0.87,gnina,3plf__2__1.D__1.C,3
4.209266914271365,0.85,gnina,3plf__2__1.D__1.C,4
2.391668799202866,0.83,gnina,3plf__2__1.D__1.C,5
0.9064979690350485,0.93,gnina,6fhy__1__1.A__1.C,1
1.9763479175731482,0.9,gnina,6fhy__1__1.A__1.C,2
1.209627881543356,0.84,gnina,6fhy__1__1.A__1.C,3
0.3274488859521994,0.84,gnina,6fhy__1__1.A__1.C,4
1.9484006672709313,0.82,gnina,6fhy__1__1.A__1.C,5
1.5352665308768796,0.55,gnina,1juh__2__1.B_2.D__2.H,1
1.4964549542250922,0.53,gnina,1juh__2__1.B_2.D__2.H,2
1.8252477706838912,0.46,gnina,1juh__2__1.B_2.D__2.H,3
1.154524342926077,0.42,gnina,1juh__2__1.B_2.D__2.H,4
1.0917645374199907,0.39,gnina,1juh__2__1.B_2.D__2.H,5
1.223248701431203,0.88,gnina,3w0u__1__1.A_1.B__1.C_1.F,1
1.2035590205517863,0.87,gnina,3w0u__1__1.A_1.B__1.C_1.F,2
1.3131760440865334,0.74,gnina,3w0u__1__1.A_1.B__1.C_1.F,3
2.0632912046846026,0.56,gnina,3w0u__1__1.A_1.B__1.C_1.F,4
1.3959999905242575,0.55,gnina,3w0u__1__1.A_1.B__1.C_1.F,5
0.3983156732957053,0.98,gnina,2v91__1__1.A__1.C,1
2.1467007896844468,0.97,gnina,2v91__1__1.A__1.C,2
0.8880821771448498,0.9,gnina,2v91__1__1.A__1.C,3
1.8639905680551327,0.79,gnina,2v91__1__1.A__1.C,4
2.492987621069708,0.65,gnina,2v91__1__1.A__1.C,5
0.7936295793601891,0.96,gnina,5v3x__1__1.A__1.C,1
0.8234064394284116,0.61,gnina,5v3x__1__1.A__1.C,2
2.204059215358092,0.5,gnina,5v3x__1__1.A__1.C,3
2.0551389764129935,0.39,gnina,5v3x__1__1.A__1.C,4
1.6688189667841251,0.39,gnina,5v3x__1__1.A__1.C,5
1.3462906057306239,0.92,gnina,1rlz__1__1.A_2.A_3.A_4.A__2.B_3.B,1
1.6201794641587555,0.89,gnina,1rlz__1__1.A_2.A_3.A_4.A__2.B_3.B,2
2.091911425566643,0.76,gnina,1rlz__1__1.A_2.A_3.A_4.A__2.B_3.B,3
2.244526381646749,0.73,gnina,1rlz__1__1.A_2.A_3.A_4.A__2.B_3.B,4
1.3711452848950287,0.72,gnina,1rlz__1__1.A_2.A_3.A_4.A__2.B_3.B,5
1.0230005322067464,0.94,gnina,3sw6__1__1.A_2.A__2.B,1
0.7656121750744667,0.88,gnina,3sw6__1__1.A_2.A__2.B,2
0.463933551714745,0.78,gnina,3sw6__1__1.A_2.A__2.B,3
1.56136053344193,0.45,gnina,3sw6__1__1.A_2.A__2.B,4
0.6475208945426327,0.44,gnina,3sw6__1__1.A_2.A__2.B,5
0.15622953801587733,0.96,gnina,2ybe__1__1.A__1.B_1.D_1.E_1.F,1
1.7595660854851218,0.96,gnina,2ybe__1__1.A__1.B_1.D_1.E_1.F,2
1.71196794382403,0.95,gnina,2ybe__1__1.A__1.B_1.D_1.E_1.F,3
0.9943885505850972,0.92,gnina,2ybe__1__1.A__1.B_1.D_1.E_1.F,4
1.2369441717114231,0.76,gnina,2ybe__1__1.A__1.B_1.D_1.E_1.F,5
0.3763715067674019,0.98,gnina,2bif__1__1.A__1.F_1.H,1
1.7841963609503457,0.79,gnina,2bif__1__1.A__1.F_1.H,2
1.6693186785109349,0.76,gnina,2bif__1__1.A__1.F_1.H,3
2.1759366043568704,0.65,gnina,2bif__1__1.A__1.F_1.H,4
1.238930825673902,0.64,gnina,2bif__1__1.A__1.F_1.H,5
0.954200596977036,0.93,gnina,2w0w__1__3.A__3.B,1
1.20369205331324,0.69,gnina,2w0w__1__3.A__3.B,2
1.1443709092919305,0.59,gnina,2w0w__1__3.A__3.B,3
2.559315831759939,0.47,gnina,2w0w__1__3.A__3.B,4
1.781494558153319,0.43,gnina,2w0w__1__3.A__3.B,5
1.2189576069172616,0.64,gnina,1r6w__1__1.A__1.B_1.C,1
1.1636426692122415,0.46,gnina,1r6w__1__1.A__1.B_1.C,2
0.711441738184418,0.46,gnina,1r6w__1__1.A__1.B_1.C,3
0.5954801662610631,0.45,gnina,1r6w__1__1.A__1.B_1.C,4
0.9872741456442049,0.4,gnina,1r6w__1__1.A__1.B_1.C,5
1.057664618035998,0.96,gnina,1h7a__1__1.A_2.A__2.B_2.D,1
1.9270851921343282,0.93,gnina,1h7a__1__1.A_2.A__2.B_2.D,2
1.841723532015328,0.92,gnina,1h7a__1__1.A_2.A__2.B_2.D,3
1.892586398827319,0.89,gnina,1h7a__1__1.A_2.A__2.B_2.D,4
1.6390599499082505,0.89,gnina,1h7a__1__1.A_2.A__2.B_2.D,5
0.2780789621160502,0.99,gnina,5fuy__1__1.B__1.J_1.K,1
1.806980688484919,0.94,gnina,5fuy__1__1.B__1.J_1.K,2
1.969347565275955,0.81,gnina,5fuy__1__1.B__1.J_1.K,3
0.8925619643862066,0.71,gnina,5fuy__1__1.B__1.J_1.K,4
0.947555109243607,0.55,gnina,5fuy__1__1.B__1.J_1.K,5
0.6074832250762581,1.0,gnina,5df1__2__1.B__1.G_1.H,1
1.4388224969321752,0.99,gnina,5df1__2__1.B__1.G_1.H,2
2.4075553758178403,0.96,gnina,5df1__2__1.B__1.G_1.H,3
1.8761075235980071,0.95,gnina,5df1__2__1.B__1.G_1.H,4
3.684614707589051,0.84,gnina,5df1__2__1.B__1.G_1.H,5
2.679503425249051,0.95,gnina,5i3q__1__1.A__1.D,1
1.8389755253407456,0.84,gnina,5i3q__1__1.A__1.D,2
2.0553210015395127,0.83,gnina,5i3q__1__1.A__1.D,3
1.9113601352218146,0.61,gnina,5i3q__1__1.A__1.D,4
2.2198020468622572,0.59,gnina,5i3q__1__1.A__1.D,5
0.9927582290943537,0.71,gnina,6iqy__2__1.B__1.S,1
0.43028607966167737,0.69,gnina,6iqy__2__1.B__1.S,2
1.046170101829668,0.63,gnina,6iqy__2__1.B__1.S,3
0.6295573206994216,0.58,gnina,6iqy__2__1.B__1.S,4
0.6025903518372492,0.54,gnina,6iqy__2__1.B__1.S,5
1.2272496977370506,0.77,gnina,6btn__1__1.A__1.C_1.D_1.F,1
1.8326981530166637,0.67,gnina,6btn__1__1.A__1.C_1.D_1.F,2
1.664920613999248,0.65,gnina,6btn__1__1.A__1.C_1.D_1.F,3
1.7753670163116482,0.64,gnina,6btn__1__1.A__1.C_1.D_1.F,4
1.7003619860086177,0.64,gnina,6btn__1__1.A__1.C_1.D_1.F,5
0.23548508728234585,0.91,gnina,1d7d__1__1.A_1.B__1.E_1.L,1
1.029589182224939,0.89,gnina,1d7d__1__1.A_1.B__1.E_1.L,2
1.2277945176042806,0.8,gnina,1d7d__1__1.A_1.B__1.E_1.L,3
1.311422151501477,0.73,gnina,1d7d__1__1.A_1.B__1.E_1.L,4
1.2715061075675316,0.63,gnina,1d7d__1__1.A_1.B__1.E_1.L,5
1.0613329092329418,0.92,gnina,4x8d__2__1.B__1.T_1.U_1.V,1
1.8625813735574746,0.76,gnina,4x8d__2__1.B__1.T_1.U_1.V,2
1.7717264042946752,0.73,gnina,4x8d__2__1.B__1.T_1.U_1.V,3
1.293552026094068,0.64,gnina,4x8d__2__1.B__1.T_1.U_1.V,4
1.3949211782606254,0.59,gnina,4x8d__2__1.B__1.T_1.U_1.V,5
0.658152539020587,0.91,gnina,1fj4__1__1.B__1.F,1
1.1652143390069776,0.61,gnina,1fj4__1__1.B__1.F,2
0.47353969048996547,0.56,gnina,1fj4__1__1.B__1.F,3
0.4592141996292068,0.53,gnina,1fj4__1__1.B__1.F,4
0.9220532889418276,0.38,gnina,1fj4__1__1.B__1.F,5
0.4883681111232526,0.72,gnina,1qk2__1__1.A__1.E,1
1.0608468682229402,0.64,gnina,1qk2__1__1.A__1.E,2
1.0531459831652739,0.59,gnina,1qk2__1__1.A__1.E,3
1.013699891464617,0.56,gnina,1qk2__1__1.A__1.E,4
1.0628929191232,0.54,gnina,1qk2__1__1.A__1.E,5
0.5097980629256715,0.93,gnina,7cta__1__2.B__2.E_2.F,1
1.4399425102646004,0.76,gnina,7cta__1__2.B__2.E_2.F,2
2.8214306377223934,0.72,gnina,7cta__1__2.B__2.E_2.F,3
2.2762895218897623,0.6,gnina,7cta__1__2.B__2.E_2.F,4
1.1926507622629574,0.54,gnina,7cta__1__2.B__2.E_2.F,5
0.8393207277199564,0.85,gnina,5qha__1__1.A__1.D,1
1.8275672552109914,0.85,gnina,5qha__1__1.A__1.D,2
0.3089876901923394,0.71,gnina,5qha__1__1.A__1.D,3
1.6095682570360204,0.66,gnina,5qha__1__1.A__1.D,4
0.5243000069522107,0.66,gnina,5qha__1__1.A__1.D,5
0.34316199734211056,0.99,gnina,3bos__1__1.A_1.B__1.M_1.P_1.U,1
1.3340814843195699,0.97,gnina,3bos__1__1.A_1.B__1.M_1.P_1.U,2
1.308012860960949,0.96,gnina,3bos__1__1.A_1.B__1.M_1.P_1.U,3
1.3246443515839093,0.91,gnina,3bos__1__1.A_1.B__1.M_1.P_1.U,4
1.7243277956911776,0.89,gnina,3bos__1__1.A_1.B__1.M_1.P_1.U,5
0.9174782629131071,0.97,gnina,6xoo__1__1.A__1.B,1
2.8049065728615976,0.97,gnina,6xoo__1__1.A__1.B,2
0.8376941912799417,0.96,gnina,6xoo__1__1.A__1.B,3
2.9534058328386448,0.9,gnina,6xoo__1__1.A__1.B,4
1.1232985306884626,0.89,gnina,6xoo__1__1.A__1.B,5
1.5789139183716239,0.7,gnina,3s1e__1__1.A__1.B,1
2.229943397923594,0.54,gnina,3s1e__1__1.A__1.B,2
1.2422184458336638,0.5,gnina,3s1e__1__1.A__1.B,3
1.2862977728497604,0.5,gnina,3s1e__1__1.A__1.B,4
0.952950404484769,0.49,gnina,3s1e__1__1.A__1.B,5
1.0723333637541919,0.77,gnina,1oik__1__2.A__2.C_2.D_2.E,1
0.9848504424188033,0.76,gnina,1oik__1__2.A__2.C_2.D_2.E,2
0.9558827917690488,0.75,gnina,1oik__1__2.A__2.C_2.D_2.E,3
1.613164412773571,0.72,gnina,1oik__1__2.A__2.C_2.D_2.E,4
1.0562873806713833,0.7,gnina,1oik__1__2.A__2.C_2.D_2.E,5
1.2196318796905516,0.68,gnina,6g9s__1__1.A__1.B,1
1.0088823700299803,0.44,gnina,6g9s__1__1.A__1.B,2
1.4307737743739577,0.4,gnina,6g9s__1__1.A__1.B,3
1.444095150325879,0.37,gnina,6g9s__1__1.A__1.B,4
1.2554987227848577,0.34,gnina,6g9s__1__1.A__1.B,5
0.216798902814574,0.97,gnina,6x82__2__1.D_1.E_1.F__1.H,1
1.6893211189181563,0.94,gnina,6x82__2__1.D_1.E_1.F__1.H,2
1.6397247809891349,0.87,gnina,6x82__2__1.D_1.E_1.F__1.H,3
4.925953809936175,0.86,gnina,6x82__2__1.D_1.E_1.F__1.H,4
2.348854028415759,0.81,gnina,6x82__2__1.D_1.E_1.F__1.H,5
1.61316500517378,0.87,gnina,6oa1__1__1.A__1.B,1
1.4913308094659772,0.87,gnina,6oa1__1__1.A__1.B,2
1.152072017125737,0.85,gnina,6oa1__1__1.A__1.B,3
1.471863856079301,0.81,gnina,6oa1__1__1.A__1.B,4
1.3722897886110474,0.8,gnina,6oa1__1__1.A__1.B,5
1.59827017371091,0.94,gnina,3p5p__1__1.A__1.B_1.C_1.E,1
0.9569096034300459,0.93,gnina,3p5p__1__1.A__1.B_1.C_1.E,2
1.7779976377868274,0.91,gnina,3p5p__1__1.A__1.B_1.C_1.E,3
1.3881606031969707,0.91,gnina,3p5p__1__1.A__1.B_1.C_1.E,4
2.072820201176843,0.9,gnina,3p5p__1__1.A__1.B_1.C_1.E,5
2.083938635646161,0.46,gnina,7pwy__1__1.A_1.B__1.I_1.J,1
2.575936125405715,0.39,gnina,7pwy__1__1.A_1.B__1.I_1.J,2
2.287454987223015,0.35,gnina,7pwy__1__1.A_1.B__1.I_1.J,3
1.991624640105235,0.35,gnina,7pwy__1__1.A_1.B__1.I_1.J,4
2.1046512491988043,0.3,gnina,7pwy__1__1.A_1.B__1.I_1.J,5
2.4022403875961684,0.85,gnina,3w81__2__1.B__1.G,1
1.7981273962067965,0.74,gnina,3w81__2__1.B__1.G,2
2.4780967761390538,0.66,gnina,3w81__2__1.B__1.G,3
2.916328800164581,0.6,gnina,3w81__2__1.B__1.G,4
1.2223982222216745,0.55,gnina,3w81__2__1.B__1.G,5
1.0235957341566044,0.73,gnina,3arn__1__1.A_1.C__1.D,1
3.1238874405893795,0.69,gnina,3arn__1__1.A_1.C__1.D,2
2.9732750853245706,0.56,gnina,3arn__1__1.A_1.C__1.D,3
2.198445751847444,0.5,gnina,3arn__1__1.A_1.C__1.D,4
2.3822964539659,0.45,gnina,3arn__1__1.A_1.C__1.D,5
0.4520203398029632,0.99,gnina,7e8q__1__1.A_1.C_1.D__1.J,1
1.6908260229963992,0.96,gnina,7e8q__1__1.A_1.C_1.D__1.J,2
1.6750510990354623,0.95,gnina,7e8q__1__1.A_1.C_1.D__1.J,3
1.4101067879649327,0.93,gnina,7e8q__1__1.A_1.C_1.D__1.J,4
2.146655644229105,0.91,gnina,7e8q__1__1.A_1.C_1.D__1.J,5
0.827347629054317,0.98,gnina,7t9z__2__1.B__1.E,1
0.9088682917576512,0.88,gnina,7t9z__2__1.B__1.E,2
0.5063259191688465,0.83,gnina,7t9z__2__1.B__1.E,3
0.8422709312997118,0.83,gnina,7t9z__2__1.B__1.E,4
0.7919778294729632,0.78,gnina,7t9z__2__1.B__1.E,5
2.5818511069592662,0.47,gnina,1ua3__1__1.A__1.B,1
2.3025749113697422,0.46,gnina,1ua3__1__1.A__1.B,2
2.4842036208333345,0.46,gnina,1ua3__1__1.A__1.B,3
0.3816070412793319,0.44,gnina,1ua3__1__1.A__1.B,4
2.593151209300884,0.43,gnina,1ua3__1__1.A__1.B,5
1.0810644622251169,0.96,gnina,2xtk__2__1.B__1.L,1
0.3437053595186814,0.94,gnina,2xtk__2__1.B__1.L,2
1.1990408225611187,0.87,gnina,2xtk__2__1.B__1.L,3
